19:14:00.685: Position 1: FM90
19:19:47.684: Message received: teamAwesome,p@55w04d,5,HA91
19:19:47.691: Awarded: 6 pts
19:19:47.698: Message received: teamAwesome,p@55w04d,6,PV49
19:19:47.702: Awarded: 6 pts
19:19:47.757: Message received: teamAwesome,p@55w04d,1,HH88
19:19:47.759: Awarded: 0 pts
19:19:47.766: Message received: teamAwesome,p@55w04d,2,MW25
19:19:47.769: Awarded: 6 pts
19:19:47.773: Message received: teamAwesome,p@55w04d,3,HH88
19:19:47.779: Awarded: 0 pts
19:19:47.783: Message received: teamAwesome,p@55w04d,4,AH77
19:19:47.787: Awarded: 0 pts
19:19:47.791: Message received: teamAwesome,p@55w04d,5,HA91
19:19:47.795: Awarded: 6 pts
19:19:47.799: Message received: teamAwesome,p@55w04d,6,PV49
19:19:47.801: Awarded: 6 pts
19:19:47.917: Message received: teamAwesome,p@55w04d,1,HH88
19:19:47.919: Awarded: 0 pts
19:19:47.921: Message received: teamAwesome,p@55w04d,2,MW25
19:19:47.924: Awarded: 6 pts
19:19:47.931: Message received: teamAwesome,p@55w04d,3,HH88
19:19:47.934: Awarded: 0 pts
19:19:47.940: Message received: teamAwesome,p@55w04d,4,AH77
19:19:47.946: Awarded: 0 pts
19:19:47.959: Message received: teamAwesome,p@55w04d,5,HA91
19:19:47.965: Awarded: 6 pts
19:19:47.969: Message received: teamAwesome,p@55w04d,6,PV49
19:19:47.973: Awarded: 6 pts
19:19:48.027: Message received: teamAwesome,p@55w04d,1,HH88
19:19:48.031: Awarded: 0 pts
19:19:48.033: Message received: teamAwesome,p@55w04d,2,MW25
19:19:48.035: Awarded: 6 pts
19:19:48.037: Message received: teamAwesome,p@55w04d,3,HH88
19:19:48.041: Awarded: 0 pts
19:19:48.048: Message received: teamAwesome,p@55w04d,4,AH77
19:19:48.052: Awarded: 0 pts
19:19:48.057: Message received: teamAwesome,p@55w04d,5,HA91
19:19:48.062: Awarded: 6 pts
19:19:48.065: Message received: teamAwesome,p@55w04d,6,PV49
19:19:48.067: Awarded: 6 pts
19:19:48.096: Message received: teamAwesome,p@55w04d,1,HH88
19:19:48.101: Awarded: 0 pts
19:19:48.107: Message received: teamAwesome,p@55w04d,2,MW25
19:19:48.111: Awarded: 6 pts
19:19:48.114: Message received: teamAwesome,p@55w04d,3,HH88
19:19:48.121: Awarded: 0 pts
19:19:48.124: Message received: teamAwesome,p@55w04d,4,AH77
19:19:48.128: Awarded: 0 pts
19:19:48.131: Message received: teamAwesome,p@55w04d,5,HA91
19:19:48.134: Awarded: 6 pts
19:19:48.147: Message received: teamAwesome,p@55w04d,6,PV49
19:19:48.150: Awarded: 6 pts
19:19:48.257: Message received: teamAwesome,p@55w04d,1,HH88
19:19:48.259: Awarded: 0 pts
19:19:48.261: Message received: teamAwesome,p@55w04d,2,MW25
19:19:48.262: Awarded: 6 pts
19:19:48.263: Message received: teamAwesome,p@55w04d,3,HH88
19:19:48.265: Awarded: 0 pts
19:19:48.267: Message received: teamAwesome,p@55w04d,4,AH77
19:19:48.269: Awarded: 0 pts
19:19:48.272: Message received: teamAwesome,p@55w04d,5,HA91
19:19:48.273: Awarded: 6 pts
19:19:48.275: Message received: teamAwesome,p@55w04d,6,PV49
19:19:48.279: Awarded: 6 pts
19:19:48.375: Message received: teamAwesome,p@55w04d,1,HH88
19:19:48.378: Awarded: 0 pts
19:19:48.379: Message received: teamAwesome,p@55w04d,2,MW25
19:19:48.383: Awarded: 6 pts
19:19:48.385: Message received: teamAwesome,p@55w04d,3,HH88
19:19:48.387: Awarded: 0 pts
19:19:48.397: Message received: teamAwesome,p@55w04d,4,AH77
19:19:48.400: Awarded: 0 pts
19:19:48.410: Message received: teamAwesome,p@55w04d,5,HA91
19:19:48.417: Awarded: 6 pts
19:19:48.421: Message received: teamAwesome,p@55w04d,6,PV49
19:19:48.430: Awarded: 6 pts
19:19:48.487: Message received: teamAwesome,p@55w04d,1,HH88
19:19:48.489: Awarded: 0 pts
19:19:48.491: Message received: teamAwesome,p@55w04d,2,MW25
19:19:48.493: Awarded: 6 pts
19:19:48.495: Message received: teamAwesome,p@55w04d,3,HH88
19:19:48.500: Awarded: 0 pts
19:19:48.504: Message received: teamAwesome,p@55w04d,4,AH77
19:19:48.509: Awarded: 0 pts
19:19:48.522: Message received: teamAwesome,p@55w04d,5,HA91
19:19:48.529: Awarded: 6 pts
19:19:48.538: Message received: teamAwesome,p@55w04d,6,PV49
19:19:48.546: Awarded: 6 pts
19:19:48.599: Message received: teamAwesome,p@55w04d,1,HH88
19:19:48.605: Awarded: 0 pts
19:19:48.608: Message received: teamAwesome,p@55w04d,2,MW25
19:19:48.618: Awarded: 6 pts
19:19:48.625: Message received: teamAwesome,p@55w04d,3,HH88
19:19:48.632: Awarded: 0 pts
19:19:48.643: Message received: teamAwesome,p@55w04d,4,AH77
19:19:48.649: Awarded: 0 pts
19:19:48.661: Message received: teamAwesome,p@55w04d,5,HA91
19:19:48.665: Awarded: 6 pts
19:19:48.671: Message received: teamAwesome,p@55w04d,6,PV49
19:19:48.677: Awarded: 6 pts
19:19:48.742: Message received: teamAwesome,p@55w04d,1,HH88
19:19:48.745: Awarded: 0 pts
19:19:48.747: Message received: teamAwesome,p@55w04d,2,MW25
19:19:48.761: Awarded: 6 pts
19:19:48.763: Message received: teamAwesome,p@55w04d,3,HH88
19:19:48.766: Awarded: 0 pts
19:19:48.789: Message received: teamAwesome,p@55w04d,4,AH77
19:19:48.794: Awarded: 0 pts
19:19:48.799: Message received: teamAwesome,p@55w04d,5,HA91
19:19:48.803: Awarded: 6 pts
19:19:48.808: Message received: teamAwesome,p@55w04d,6,PV49
19:19:48.815: Awarded: 6 pts
19:19:48.819: Message received: teamAwesome,p@55w04d,1,HH88
19:19:48.822: Awarded: 0 pts
19:19:48.832: Message received: teamAwesome,p@55w04d,2,MW25
19:19:48.835: Awarded: 6 pts
19:19:48.840: Message received: teamAwesome,p@55w04d,3,HH88
19:19:48.853: Awarded: 0 pts
19:19:48.856: Message received: teamAwesome,p@55w04d,4,AH77
19:19:48.864: Awarded: 0 pts
19:19:48.890: Message received: teamAwesome,p@55w04d,5,HA91
19:19:48.894: Awarded: 6 pts
19:19:48.897: Message received: teamAwesome,p@55w04d,6,PV49
19:19:48.901: Awarded: 6 pts
19:19:48.930: Message received: teamAwesome,p@55w04d,1,HH88
19:19:48.940: Awarded: 0 pts
19:19:48.945: Message received: teamAwesome,p@55w04d,2,MW25
19:19:48.951: Awarded: 6 pts
19:19:48.955: Message received: teamAwesome,p@55w04d,3,HH88
19:19:48.958: Awarded: 0 pts
19:19:48.961: Message received: teamAwesome,p@55w04d,4,AH77
19:19:48.966: Awarded: 0 pts
19:19:48.971: Message received: teamAwesome,p@55w04d,5,HA91
19:19:48.974: Awarded: 6 pts
19:19:48.977: Message received: teamAwesome,p@55w04d,6,PV49
19:19:48.981: Awarded: 6 pts
19:19:49.041: Message received: teamAwesome,p@55w04d,1,HH88
19:19:49.044: Awarded: 0 pts
19:19:49.048: Message received: teamAwesome,p@55w04d,2,MW25
19:19:49.050: Awarded: 6 pts
19:19:49.055: Message received: teamAwesome,p@55w04d,3,HH88
19:19:49.063: Awarded: 0 pts
19:19:49.071: Message received: teamAwesome,p@55w04d,4,AH77
19:19:49.084: Awarded: 0 pts
19:19:49.089: Message received: teamAwesome,p@55w04d,5,HA91
19:19:49.094: Awarded: 6 pts
19:19:49.098: Message received: teamAwesome,p@55w04d,6,PV49
19:19:49.100: Awarded: 6 pts
19:19:49.183: Message received: teamAwesome,p@55w04d,1,HH88
19:19:49.186: Awarded: 0 pts
19:19:49.188: Message received: teamAwesome,p@55w04d,2,MW25
19:19:49.190: Awarded: 6 pts
19:19:49.193: Message received: teamAwesome,p@55w04d,3,HH88
19:19:49.199: Awarded: 0 pts
19:19:49.201: Message received: teamAwesome,p@55w04d,4,AH77
19:19:49.203: Awarded: 0 pts
19:19:49.205: Message received: teamAwesome,p@55w04d,5,HA91
19:19:49.213: Awarded: 6 pts
19:19:49.217: Message received: teamAwesome,p@55w04d,6,PV49
19:19:49.220: Awarded: 6 pts
19:19:49.303: Message received: teamAwesome,p@55w04d,1,HH88
19:19:49.305: Awarded: 0 pts
19:19:49.308: Message received: teamAwesome,p@55w04d,2,MW25
19:19:49.310: Awarded: 6 pts
19:19:49.313: Message received: teamAwesome,p@55w04d,3,HH88
19:19:49.318: Awarded: 0 pts
19:19:49.323: Message received: teamAwesome,p@55w04d,4,AH77
19:19:49.326: Awarded: 0 pts
19:19:49.329: Message received: teamAwesome,p@55w04d,5,HA91
19:19:49.334: Awarded: 6 pts
19:19:49.340: Message received: teamAwesome,p@55w04d,6,PV49
19:19:49.342: Awarded: 6 pts
19:19:49.476: Message received: teamAwesome,p@55w04d,1,HH88
19:19:49.478: Awarded: 0 pts
19:19:49.483: Message received: teamAwesome,p@55w04d,2,MW25
19:19:49.488: Awarded: 6 pts
19:19:49.491: Message received: teamAwesome,p@55w04d,3,HH88
19:19:49.493: Awarded: 0 pts
19:19:49.497: Message received: teamAwesome,p@55w04d,4,AH77
19:19:49.507: Awarded: 0 pts
19:19:49.512: Message received: teamAwesome,p@55w04d,5,HA91
19:19:49.516: Awarded: 6 pts
19:19:49.521: Message received: teamAwesome,p@55w04d,6,PV49
19:19:49.525: Awarded: 6 pts
19:19:49.573: Message received: teamAwesome,p@55w04d,1,HH88
19:19:49.576: Awarded: 0 pts
19:19:49.578: Message received: teamAwesome,p@55w04d,2,MW25
19:19:49.580: Awarded: 6 pts
19:19:49.584: Message received: teamAwesome,p@55w04d,3,HH88
19:19:49.589: Awarded: 0 pts
19:19:49.591: Message received: teamAwesome,p@55w04d,4,AH77
19:19:49.601: Awarded: 0 pts
19:19:49.611: Message received: teamAwesome,p@55w04d,5,HA91
19:19:49.617: Awarded: 6 pts
19:19:49.619: Message received: teamAwesome,p@55w04d,6,PV49
19:19:49.623: Awarded: 6 pts
19:19:49.719: Message received: teamAwesome,p@55w04d,1,HH88
19:19:49.721: Awarded: 0 pts
19:19:49.723: Message received: teamAwesome,p@55w04d,2,MW25
19:19:49.725: Awarded: 6 pts
19:19:49.728: Message received: teamAwesome,p@55w04d,3,HH88
19:19:49.731: Awarded: 0 pts
19:19:49.735: Message received: teamAwesome,p@55w04d,4,AH77
19:19:49.739: Awarded: 0 pts
19:19:49.742: Message received: teamAwesome,p@55w04d,5,HA91
19:19:49.750: Awarded: 6 pts
19:19:49.755: Message received: teamAwesome,p@55w04d,6,PV49
19:19:49.761: Awarded: 6 pts
19:19:49.815: Message received: teamAwesome,p@55w04d,1,HH88
19:19:49.817: Awarded: 0 pts
19:19:49.819: Message received: teamAwesome,p@55w04d,2,MW25
19:19:49.821: Awarded: 6 pts
19:19:49.823: Message received: teamAwesome,p@55w04d,3,HH88
19:19:49.827: Awarded: 0 pts
19:19:49.832: Message received: teamAwesome,p@55w04d,4,AH77
19:19:49.836: Awarded: 0 pts
19:19:49.842: Message received: teamAwesome,p@55w04d,5,HA91
19:19:49.848: Awarded: 6 pts
19:19:49.852: Message received: teamAwesome,p@55w04d,6,PV49
19:19:49.857: Awarded: 6 pts
19:19:49.956: Message received: teamAwesome,p@55w04d,1,HH88
19:19:49.958: Awarded: 0 pts
19:19:49.960: Message received: teamAwesome,p@55w04d,2,MW25
19:19:49.964: Awarded: 6 pts
19:19:49.968: Message received: teamAwesome,p@55w04d,3,HH88
19:19:49.971: Awarded: 0 pts
19:19:49.974: Message received: teamAwesome,p@55w04d,4,AH77
19:19:49.977: Awarded: 0 pts
19:19:49.981: Message received: teamAwesome,p@55w04d,5,HA91
19:19:49.988: Awarded: 6 pts
19:19:49.990: Message received: teamAwesome,p@55w04d,6,PV49
19:19:49.995: Awarded: 6 pts
19:19:50.114: Message received: teamAwesome,p@55w04d,1,HH88
19:19:50.116: Awarded: 0 pts
19:19:50.118: Message received: teamAwesome,p@55w04d,2,MW25
19:19:50.120: Awarded: 6 pts
19:19:50.121: Message received: teamAwesome,p@55w04d,3,HH88
19:19:50.123: Awarded: 0 pts
19:19:50.124: Message received: teamAwesome,p@55w04d,4,AH77
19:19:50.126: Awarded: 0 pts
19:19:50.134: Message received: teamAwesome,p@55w04d,5,HA91
19:19:50.139: Awarded: 6 pts
19:19:50.142: Message received: teamAwesome,p@55w04d,6,PV49
19:19:50.151: Awarded: 6 pts
19:19:50.737: Message received: teamAwesome,p@55w04d,1,HH88
19:19:50.740: Awarded: 0 pts
19:19:50.745: Message received: teamAwesome,p@55w04d,2,MW25
19:19:50.751: Awarded: 6 pts
19:19:50.762: Message received: teamAwesome,p@55w04d,3,HH88
19:19:50.765: Awarded: 0 pts
19:19:50.769: Message received: teamAwesome,p@55w04d,4,AH77
19:19:50.772: Awarded: 0 pts
19:19:50.776: Message received: teamAwesome,p@55w04d,5,HA91
19:19:50.779: Awarded: 6 pts
19:19:50.783: Message received: teamAwesome,p@55w04d,6,PV49
19:19:50.785: Awarded: 6 pts
19:19:51.416: Message received: teamAwesome,p@55w04d,1,HH88
19:19:51.419: Awarded: 0 pts
19:19:51.429: Message received: teamAwesome,p@55w04d,2,MW25
19:19:51.435: Awarded: 6 pts
19:19:51.437: Message received: teamAwesome,p@55w04d,3,HH88
19:19:51.439: Awarded: 0 pts
19:19:51.443: Message received: teamAwesome,p@55w04d,4,AH77
19:19:51.445: Awarded: 0 pts
19:19:51.455: Message received: teamAwesome,p@55w04d,5,HA91
19:19:51.460: Awarded: 6 pts
19:19:51.463: Message received: teamAwesome,p@55w04d,6,PV49
19:19:51.471: Awarded: 6 pts
19:19:51.982: Message received: teamAwesome,p@55w04d,1,HH88
19:19:51.985: Awarded: 0 pts
19:19:51.986: Message received: teamAwesome,p@55w04d,2,MW25
19:19:51.988: Awarded: 6 pts
19:19:51.991: Message received: teamAwesome,p@55w04d,3,HH88
19:19:51.996: Awarded: 0 pts
19:19:52.001: Message received: teamAwesome,p@55w04d,4,AH77
19:19:52.006: Awarded: 0 pts
19:19:52.011: Message received: teamAwesome,p@55w04d,5,HA91
19:19:52.016: Awarded: 6 pts
19:19:52.021: Message received: teamAwesome,p@55w04d,6,PV49
19:19:52.026: Awarded: 6 pts
19:19:52.518: Message received: teamAwesome,p@55w04d,1,HH88
19:19:52.520: Awarded: 0 pts
19:19:52.522: Message received: teamAwesome,p@55w04d,2,MW25
19:19:52.525: Awarded: 6 pts
19:19:52.534: Message received: teamAwesome,p@55w04d,3,HH88
19:19:52.538: Awarded: 0 pts
19:19:52.546: Message received: teamAwesome,p@55w04d,4,AH77
19:19:52.552: Awarded: 0 pts
19:19:52.555: Message received: teamAwesome,p@55w04d,5,HA91
19:19:52.565: Awarded: 6 pts
19:19:52.567: Message received: teamAwesome,p@55w04d,6,PV49
19:19:52.569: Awarded: 6 pts
19:19:53.455: Message received: teamAwesome,p@55w04d,1,HH88
19:19:53.458: Awarded: 0 pts
19:19:53.463: Message received: teamAwesome,p@55w04d,2,MW25
19:19:53.467: Awarded: 6 pts
19:19:53.471: Message received: teamAwesome,p@55w04d,3,HH88
19:19:53.477: Awarded: 0 pts
19:19:53.482: Message received: teamAwesome,p@55w04d,4,AH77
19:19:53.489: Awarded: 0 pts
19:19:53.495: Message received: teamAwesome,p@55w04d,5,HA91
19:19:53.500: Awarded: 6 pts
19:19:53.516: Message received: teamAwesome,p@55w04d,6,PV49
19:19:53.520: Awarded: 6 pts
19:19:53.531: Message received: teamAwesome,p@55w04d,1,HH88
19:19:53.535: Awarded: 0 pts
19:19:53.539: Message received: teamAwesome,p@55w04d,2,MW25
19:19:53.543: Awarded: 6 pts
19:19:53.550: Message received: teamAwesome,p@55w04d,3,HH88
19:19:53.557: Awarded: 0 pts
19:19:53.567: Message received: teamAwesome,p@55w04d,4,AH77
19:19:53.573: Awarded: 0 pts
19:19:53.578: Message received: teamAwesome,p@55w04d,5,HA91
19:19:53.581: Awarded: 6 pts
19:19:53.589: Message received: teamAwesome,p@55w04d,6,PV49
19:19:53.593: Awarded: 6 pts
19:19:53.597: Message received: teamAwesome,p@55w04d,1,HH88
19:19:53.602: Awarded: 0 pts
19:19:53.609: Message received: teamAwesome,p@55w04d,2,MW25
19:19:53.613: Awarded: 6 pts
19:19:53.618: Message received: teamAwesome,p@55w04d,3,HH88
19:19:53.626: Awarded: 0 pts
19:19:53.630: Message received: teamAwesome,p@55w04d,4,AH77
19:19:53.634: Awarded: 0 pts
19:19:53.638: Message received: teamAwesome,p@55w04d,5,HA91
19:19:53.641: Awarded: 6 pts
19:19:53.644: Message received: teamAwesome,p@55w04d,6,PV49
19:19:53.647: Awarded: 6 pts
19:19:53.656: Message received: teamAwesome,p@55w04d,1,HH88
19:19:53.660: Awarded: 0 pts
19:19:53.665: Message received: teamAwesome,p@55w04d,2,MW25
19:19:53.668: Awarded: 6 pts
19:19:53.673: Message received: teamAwesome,p@55w04d,3,HH88
19:19:53.677: Awarded: 0 pts
19:19:53.681: Message received: teamAwesome,p@55w04d,4,AH77
19:19:53.688: Awarded: 0 pts
19:19:53.690: Message received: teamAwesome,p@55w04d,5,HA91
19:19:53.694: Awarded: 6 pts
19:19:53.700: Message received: teamAwesome,p@55w04d,6,PV49
19:19:53.703: Awarded: 6 pts
19:19:54.170: Message received: teamAwesome,p@55w04d,1,HH88
19:19:54.173: Awarded: 0 pts
19:19:54.176: Message received: teamAwesome,p@55w04d,2,MW25
19:19:54.186: Awarded: 6 pts
19:19:54.192: Message received: teamAwesome,p@55w04d,3,HH88
19:19:54.194: Awarded: 0 pts
19:19:54.201: Message received: teamAwesome,p@55w04d,4,AH77
19:19:54.207: Awarded: 0 pts
19:19:54.210: Message received: teamAwesome,p@55w04d,5,HA91
19:19:54.215: Awarded: 6 pts
19:19:54.222: Message received: teamAwesome,p@55w04d,6,PV49
19:19:54.227: Awarded: 6 pts
19:19:54.871: Message received: teamAwesome,p@55w04d,1,HH88
19:19:54.873: Awarded: 0 pts
19:19:54.875: Message received: teamAwesome,p@55w04d,2,MW25
19:19:54.879: Awarded: 6 pts
19:19:54.882: Message received: teamAwesome,p@55w04d,3,HH88
19:19:54.884: Awarded: 0 pts
19:19:54.888: Message received: teamAwesome,p@55w04d,4,AH77
19:19:54.891: Awarded: 0 pts
19:19:54.893: Message received: teamAwesome,p@55w04d,5,HA91
19:19:54.895: Awarded: 6 pts
19:19:54.901: Message received: teamAwesome,p@55w04d,6,PV49
19:19:54.903: Awarded: 6 pts
19:19:54.920: Message received: teamAwesome,p@55w04d,1,HH88
19:19:54.923: Awarded: 0 pts
19:19:54.929: Message received: teamAwesome,p@55w04d,2,MW25
19:19:54.932: Awarded: 6 pts
19:19:54.934: Message received: teamAwesome,p@55w04d,3,HH88
19:19:54.938: Awarded: 0 pts
19:19:54.942: Message received: teamAwesome,p@55w04d,4,AH77
19:19:54.944: Awarded: 0 pts
19:19:54.947: Message received: teamAwesome,p@55w04d,5,HA91
19:19:54.950: Awarded: 6 pts
19:19:54.952: Message received: teamAwesome,p@55w04d,6,PV49
19:19:54.955: Awarded: 6 pts
19:19:54.965: Message received: teamAwesome,p@55w04d,1,HH88
19:19:54.971: Awarded: 0 pts
19:19:54.974: Message received: teamAwesome,p@55w04d,2,MW25
19:19:54.978: Awarded: 6 pts
19:19:54.982: Message received: teamAwesome,p@55w04d,3,HH88
19:19:54.989: Awarded: 0 pts
19:19:54.993: Message received: teamAwesome,p@55w04d,4,AH77
19:19:54.995: Awarded: 0 pts
19:19:55.002: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.006: Awarded: 6 pts
19:19:55.008: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.009: Awarded: 6 pts
19:19:55.011: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.015: Awarded: 0 pts
19:19:55.017: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.019: Awarded: 6 pts
19:19:55.022: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.025: Awarded: 0 pts
19:19:55.027: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.034: Awarded: 0 pts
19:19:55.038: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.042: Awarded: 6 pts
19:19:55.045: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.047: Awarded: 6 pts
19:19:55.079: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.081: Awarded: 0 pts
19:19:55.084: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.088: Awarded: 6 pts
19:19:55.094: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.096: Awarded: 0 pts
19:19:55.100: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.107: Awarded: 0 pts
19:19:55.115: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.122: Awarded: 6 pts
19:19:55.124: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.128: Awarded: 6 pts
19:19:55.133: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.140: Awarded: 0 pts
19:19:55.142: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.151: Awarded: 6 pts
19:19:55.154: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.156: Awarded: 0 pts
19:19:55.159: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.166: Awarded: 0 pts
19:19:55.169: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.172: Awarded: 6 pts
19:19:55.175: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.178: Awarded: 6 pts
19:19:55.229: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.231: Awarded: 0 pts
19:19:55.233: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.235: Awarded: 6 pts
19:19:55.236: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.238: Awarded: 0 pts
19:19:55.242: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.245: Awarded: 0 pts
19:19:55.250: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.259: Awarded: 6 pts
19:19:55.261: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.264: Awarded: 6 pts
19:19:55.287: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.291: Awarded: 0 pts
19:19:55.294: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.299: Awarded: 6 pts
19:19:55.304: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.307: Awarded: 0 pts
19:19:55.329: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.344: Awarded: 0 pts
19:19:55.348: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.351: Awarded: 6 pts
19:19:55.356: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.359: Awarded: 6 pts
19:19:55.371: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.375: Awarded: 0 pts
19:19:55.378: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.388: Awarded: 6 pts
19:19:55.393: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.398: Awarded: 0 pts
19:19:55.402: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.408: Awarded: 0 pts
19:19:55.418: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.422: Awarded: 6 pts
19:19:55.426: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.432: Awarded: 6 pts
19:19:55.520: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.524: Awarded: 0 pts
19:19:55.528: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.531: Awarded: 6 pts
19:19:55.534: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.539: Awarded: 0 pts
19:19:55.543: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.548: Awarded: 0 pts
19:19:55.555: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.557: Awarded: 6 pts
19:19:55.561: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.564: Awarded: 6 pts
19:19:55.737: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.741: Awarded: 0 pts
19:19:55.746: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.756: Awarded: 6 pts
19:19:55.769: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.779: Awarded: 0 pts
19:19:55.789: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.798: Awarded: 0 pts
19:19:55.806: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.810: Awarded: 6 pts
19:19:55.814: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.818: Awarded: 6 pts
19:19:55.832: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.840: Awarded: 0 pts
19:19:55.851: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.859: Awarded: 6 pts
19:19:55.864: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.874: Awarded: 0 pts
19:19:55.880: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.885: Awarded: 0 pts
19:19:55.888: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.892: Awarded: 6 pts
19:19:55.896: Message received: teamAwesome,p@55w04d,6,PV49
19:19:55.902: Awarded: 6 pts
19:19:55.956: Message received: teamAwesome,p@55w04d,1,HH88
19:19:55.959: Awarded: 0 pts
19:19:55.961: Message received: teamAwesome,p@55w04d,2,MW25
19:19:55.964: Awarded: 6 pts
19:19:55.968: Message received: teamAwesome,p@55w04d,3,HH88
19:19:55.973: Awarded: 0 pts
19:19:55.979: Message received: teamAwesome,p@55w04d,4,AH77
19:19:55.984: Awarded: 0 pts
19:19:55.991: Message received: teamAwesome,p@55w04d,5,HA91
19:19:55.995: Awarded: 6 pts
19:19:56.001: Message received: teamAwesome,p@55w04d,6,PV49
19:19:56.004: Awarded: 6 pts
19:19:56.102: Message received: teamAwesome,p@55w04d,1,HH88
19:19:56.105: Awarded: 0 pts
19:19:56.107: Message received: teamAwesome,p@55w04d,2,MW25
19:19:56.118: Awarded: 6 pts
19:19:56.127: Message received: teamAwesome,p@55w04d,3,HH88
19:19:56.141: Awarded: 0 pts
19:19:56.145: Message received: teamAwesome,p@55w04d,4,AH77
19:19:56.149: Awarded: 0 pts
19:19:56.154: Message received: teamAwesome,p@55w04d,5,HA91
19:19:56.158: Awarded: 6 pts
19:19:56.163: Message received: teamAwesome,p@55w04d,6,PV49
19:19:56.167: Awarded: 6 pts
19:19:56.173: Out of time: 4 minutes.
19:19:56.212: Message received: teamAwesome,p@55w04d,1,HH88
19:19:56.218: Awarded: 0 pts
19:19:56.220: Message received: teamAwesome,p@55w04d,2,MW25
19:19:56.226: Awarded: 6 pts
19:19:56.235: Message received: teamAwesome,p@55w04d,3,HH88
19:19:56.242: Awarded: 0 pts
19:19:56.244: Message received: teamAwesome,p@55w04d,4,AH77
19:19:56.250: Awarded: 0 pts
19:19:56.257: Message received: teamAwesome,p@55w04d,5,HA91
19:19:56.261: Awarded: 6 pts
19:19:56.266: Message received: teamAwesome,p@55w04d,6,PV49
19:19:56.268: Awarded: 6 pts
19:19:56.327: Message received: teamAwesome,p@55w04d,1,HH88
19:19:56.331: Awarded: 0 pts
19:19:56.333: Message received: teamAwesome,p@55w04d,2,MW25
19:19:56.337: Awarded: 6 pts
19:19:56.344: Message received: teamAwesome,p@55w04d,3,HH88
19:19:56.353: Awarded: 0 pts
19:19:56.359: Message received: teamAwesome,p@55w04d,4,AH77
19:19:56.369: Awarded: 0 pts
19:19:56.372: Message received: teamAwesome,p@55w04d,5,HA91
19:19:56.377: Awarded: 6 pts
19:19:56.386: Message received: teamAwesome,p@55w04d,6,PV49
19:19:56.390: Awarded: 6 pts
19:19:56.493: Message received: teamAwesome,p@55w04d,1,HH88
19:19:56.497: Awarded: 0 pts
19:19:56.509: Message received: teamAwesome,p@55w04d,2,MW25
