19:49:18.222: Position 1: FW75
19:51:34.622: Awarded: 0 pts
19:51:34.631: Message received: teamAwesome,p@55w04d,3,KS79
19:51:34.635: Awarded: 0 pts
19:51:34.653: Message received: teamAwesome,p@55w04d,4,HH87
19:51:34.662: Awarded: 0 pts
19:51:34.669: Message received: teamAwesome,p@55w04d,5,AA00
19:51:34.674: Awarded: 0 pts
19:51:34.676: Message received: teamAwesome,p@55w04d,6,AA00
19:51:34.679: Awarded: 0 pts
19:51:34.744: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:34.750: Awarded: 0 pts
19:51:34.753: Message received: teamAwesome,p@55w04d,2,KH78
19:51:34.756: Awarded: 0 pts
19:51:34.762: Message received: teamAwesome,p@55w04d,3,KS79
19:51:34.767: Awarded: 0 pts
19:51:34.771: Message received: teamAwesome,p@55w04d,4,HH87
19:51:34.774: Awarded: 0 pts
19:51:34.777: Message received: teamAwesome,p@55w04d,5,AA00
19:51:34.780: Awarded: 0 pts
19:51:34.782: Message received: teamAwesome,p@55w04d,6,AA00
19:51:34.786: Awarded: 0 pts
19:51:34.939: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:34.942: Awarded: 0 pts
19:51:34.947: Message received: teamAwesome,p@55w04d,2,KH78
19:51:34.950: Awarded: 0 pts
19:51:34.954: Message received: teamAwesome,p@55w04d,3,KS79
19:51:34.959: Awarded: 0 pts
19:51:34.963: Message received: teamAwesome,p@55w04d,4,HH87
19:51:34.969: Awarded: 0 pts
19:51:34.970: Message received: teamAwesome,p@55w04d,5,AA00
19:51:34.973: Awarded: 0 pts
19:51:34.976: Message received: teamAwesome,p@55w04d,6,AA00
19:51:34.980: Awarded: 0 pts
19:51:35.094: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:35.098: Awarded: 0 pts
19:51:35.100: Message received: teamAwesome,p@55w04d,2,KH78
19:51:35.101: Awarded: 0 pts
19:51:35.105: Message received: teamAwesome,p@55w04d,3,KS79
19:51:35.108: Awarded: 0 pts
19:51:35.112: Message received: teamAwesome,p@55w04d,4,HH87
19:51:35.116: Awarded: 0 pts
19:51:35.120: Message received: teamAwesome,p@55w04d,5,AA00
19:51:35.126: Awarded: 0 pts
19:51:35.129: Message received: teamAwesome,p@55w04d,6,AA00
19:51:35.134: Awarded: 0 pts
19:51:35.249: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:35.253: Awarded: 0 pts
19:51:35.256: Message received: teamAwesome,p@55w04d,2,KH78
19:51:35.259: Awarded: 0 pts
19:51:35.262: Message received: teamAwesome,p@55w04d,3,KS79
19:51:35.269: Awarded: 0 pts
19:51:35.275: Message received: teamAwesome,p@55w04d,4,HH87
19:51:35.278: Awarded: 0 pts
19:51:35.282: Message received: teamAwesome,p@55w04d,5,AA00
19:51:35.289: Awarded: 0 pts
19:51:35.291: Message received: teamAwesome,p@55w04d,6,AA00
19:51:35.293: Awarded: 0 pts
19:51:35.434: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:35.438: Awarded: 0 pts
19:51:35.439: Message received: teamAwesome,p@55w04d,2,KH78
19:51:35.441: Awarded: 0 pts
19:51:35.443: Message received: teamAwesome,p@55w04d,3,KS79
19:51:35.445: Awarded: 0 pts
19:51:35.447: Message received: teamAwesome,p@55w04d,4,HH87
19:51:35.451: Awarded: 0 pts
19:51:35.452: Message received: teamAwesome,p@55w04d,5,AA00
19:51:35.455: Awarded: 0 pts
19:51:35.459: Message received: teamAwesome,p@55w04d,6,AA00
19:51:35.461: Awarded: 0 pts
19:51:35.547: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:35.549: Awarded: 0 pts
19:51:35.551: Message received: teamAwesome,p@55w04d,2,KH78
19:51:35.553: Awarded: 0 pts
19:51:35.555: Message received: teamAwesome,p@55w04d,3,KS79
19:51:35.557: Awarded: 0 pts
19:51:35.558: Message received: teamAwesome,p@55w04d,4,HH87
19:51:35.560: Awarded: 0 pts
19:51:35.562: Message received: teamAwesome,p@55w04d,5,AA00
19:51:35.564: Awarded: 0 pts
19:51:35.566: Message received: teamAwesome,p@55w04d,6,AA00
19:51:35.570: Awarded: 0 pts
19:51:35.764: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:35.767: Awarded: 0 pts
19:51:35.771: Message received: teamAwesome,p@55w04d,2,KH78
19:51:35.774: Awarded: 0 pts
19:51:35.778: Message received: teamAwesome,p@55w04d,3,KS79
19:51:35.785: Awarded: 0 pts
19:51:35.790: Message received: teamAwesome,p@55w04d,4,HH87
19:51:35.794: Awarded: 0 pts
19:51:35.802: Message received: teamAwesome,p@55w04d,5,AA00
19:51:35.807: Awarded: 0 pts
19:51:35.815: Message received: teamAwesome,p@55w04d,6,AA00
19:51:35.819: Awarded: 0 pts
19:51:35.930: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:35.933: Awarded: 0 pts
19:51:35.935: Message received: teamAwesome,p@55w04d,2,KH78
19:51:35.937: Awarded: 0 pts
19:51:35.939: Message received: teamAwesome,p@55w04d,3,KS79
19:51:35.947: Awarded: 0 pts
19:51:35.955: Message received: teamAwesome,p@55w04d,4,HH87
19:51:35.959: Awarded: 0 pts
19:51:35.962: Message received: teamAwesome,p@55w04d,5,AA00
19:51:35.965: Awarded: 0 pts
19:51:35.968: Message received: teamAwesome,p@55w04d,6,AA00
19:51:35.970: Awarded: 0 pts
19:51:36.186: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:36.189: Awarded: 0 pts
19:51:36.192: Message received: teamAwesome,p@55w04d,2,KH78
19:51:36.196: Awarded: 0 pts
19:51:36.205: Message received: teamAwesome,p@55w04d,3,KS79
19:51:36.211: Awarded: 0 pts
19:51:36.214: Message received: teamAwesome,p@55w04d,4,HH87
19:51:36.218: Awarded: 0 pts
19:51:36.223: Message received: teamAwesome,p@55w04d,5,AA00
19:51:36.227: Awarded: 0 pts
19:51:36.228: Message received: teamAwesome,p@55w04d,6,AA00
19:51:36.234: Awarded: 0 pts
19:51:36.357: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:36.359: Awarded: 0 pts
19:51:36.363: Message received: teamAwesome,p@55w04d,2,KH78
19:51:36.365: Awarded: 0 pts
19:51:36.368: Message received: teamAwesome,p@55w04d,3,KS79
19:51:36.373: Awarded: 0 pts
19:51:36.379: Message received: teamAwesome,p@55w04d,4,HH87
19:51:36.381: Awarded: 0 pts
19:51:36.387: Message received: teamAwesome,p@55w04d,5,AA00
19:51:36.391: Awarded: 0 pts
19:51:36.397: Message received: teamAwesome,p@55w04d,6,AA00
19:51:36.401: Awarded: 0 pts
19:51:36.504: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:36.506: Awarded: 0 pts
19:51:36.510: Message received: teamAwesome,p@55w04d,2,KH78
19:51:36.513: Awarded: 0 pts
19:51:36.517: Message received: teamAwesome,p@55w04d,3,KS79
19:51:36.523: Awarded: 0 pts
19:51:36.530: Message received: teamAwesome,p@55w04d,4,HH87
19:51:36.534: Awarded: 0 pts
19:51:36.539: Message received: teamAwesome,p@55w04d,5,AA00
19:51:36.541: Awarded: 0 pts
19:51:36.547: Message received: teamAwesome,p@55w04d,6,AA00
19:51:36.548: Awarded: 0 pts
19:51:36.665: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:36.668: Awarded: 0 pts
19:51:36.670: Message received: teamAwesome,p@55w04d,2,KH78
19:51:36.677: Awarded: 0 pts
19:51:36.691: Message received: teamAwesome,p@55w04d,3,KS79
19:51:36.698: Awarded: 0 pts
19:51:36.704: Message received: teamAwesome,p@55w04d,4,HH87
19:51:36.709: Awarded: 0 pts
19:51:36.713: Message received: teamAwesome,p@55w04d,5,AA00
19:51:36.717: Awarded: 0 pts
19:51:36.720: Message received: teamAwesome,p@55w04d,6,AA00
19:51:36.725: Awarded: 0 pts
19:51:36.804: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:36.806: Awarded: 0 pts
19:51:36.808: Message received: teamAwesome,p@55w04d,2,KH78
19:51:36.810: Awarded: 0 pts
19:51:36.812: Message received: teamAwesome,p@55w04d,3,KS79
19:51:36.814: Awarded: 0 pts
19:51:36.820: Message received: teamAwesome,p@55w04d,4,HH87
19:51:36.824: Awarded: 0 pts
19:51:36.828: Message received: teamAwesome,p@55w04d,5,AA00
19:51:36.834: Awarded: 0 pts
19:51:36.839: Message received: teamAwesome,p@55w04d,6,AA00
19:51:36.841: Awarded: 0 pts
19:51:36.984: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:36.986: Awarded: 0 pts
19:51:36.990: Message received: teamAwesome,p@55w04d,2,KH78
19:51:36.997: Awarded: 0 pts
19:51:37.000: Message received: teamAwesome,p@55w04d,3,KS79
19:51:37.003: Awarded: 0 pts
19:51:37.004: Message received: teamAwesome,p@55w04d,4,HH87
19:51:37.011: Awarded: 0 pts
19:51:37.014: Message received: teamAwesome,p@55w04d,5,AA00
19:51:37.017: Awarded: 0 pts
19:51:37.023: Message received: teamAwesome,p@55w04d,6,AA00
19:51:37.032: Awarded: 0 pts
19:51:37.124: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:37.126: Awarded: 0 pts
19:51:37.128: Message received: teamAwesome,p@55w04d,2,KH78
19:51:37.130: Awarded: 0 pts
19:51:37.132: Message received: teamAwesome,p@55w04d,3,KS79
19:51:37.134: Awarded: 0 pts
19:51:37.138: Message received: teamAwesome,p@55w04d,4,HH87
19:51:37.142: Awarded: 0 pts
19:51:37.145: Message received: teamAwesome,p@55w04d,5,AA00
19:51:37.148: Awarded: 0 pts
19:51:37.150: Message received: teamAwesome,p@55w04d,6,AA00
19:51:37.157: Awarded: 0 pts
19:51:37.331: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:37.335: Awarded: 0 pts
19:51:37.339: Message received: teamAwesome,p@55w04d,2,KH78
19:51:37.341: Awarded: 0 pts
19:51:37.343: Message received: teamAwesome,p@55w04d,3,KS79
19:51:37.352: Awarded: 0 pts
19:51:37.354: Message received: teamAwesome,p@55w04d,4,HH87
19:51:37.357: Awarded: 0 pts
19:51:37.362: Message received: teamAwesome,p@55w04d,5,AA00
19:51:37.367: Awarded: 0 pts
19:51:37.378: Message received: teamAwesome,p@55w04d,6,AA00
19:51:37.385: Awarded: 0 pts
19:51:37.447: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:37.450: Awarded: 0 pts
19:51:37.452: Message received: teamAwesome,p@55w04d,2,KH78
19:51:37.456: Awarded: 0 pts
19:51:37.459: Message received: teamAwesome,p@55w04d,3,KS79
19:51:37.463: Awarded: 0 pts
19:51:37.466: Message received: teamAwesome,p@55w04d,4,HH87
19:51:37.470: Awarded: 0 pts
19:51:37.473: Message received: teamAwesome,p@55w04d,5,AA00
19:51:37.477: Awarded: 0 pts
19:51:37.480: Message received: teamAwesome,p@55w04d,6,AA00
19:51:37.487: Awarded: 0 pts
19:51:37.637: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:37.644: Awarded: 0 pts
19:51:37.647: Message received: teamAwesome,p@55w04d,2,KH78
19:51:37.649: Awarded: 0 pts
19:51:37.657: Message received: teamAwesome,p@55w04d,3,KS79
19:51:37.668: Awarded: 0 pts
19:51:37.672: Message received: teamAwesome,p@55w04d,4,HH87
19:51:37.688: Awarded: 0 pts
19:51:37.698: Message received: teamAwesome,p@55w04d,5,AA00
19:51:37.700: Awarded: 0 pts
19:51:37.702: Message received: teamAwesome,p@55w04d,6,AA00
19:51:37.704: Awarded: 0 pts
19:51:37.816: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:37.819: Awarded: 0 pts
19:51:37.821: Message received: teamAwesome,p@55w04d,2,KH78
19:51:37.825: Awarded: 0 pts
19:51:37.830: Message received: teamAwesome,p@55w04d,3,KS79
19:51:37.831: Awarded: 0 pts
19:51:37.835: Message received: teamAwesome,p@55w04d,4,HH87
19:51:37.840: Awarded: 0 pts
19:51:37.846: Message received: teamAwesome,p@55w04d,5,AA00
19:51:37.851: Awarded: 0 pts
19:51:37.856: Message received: teamAwesome,p@55w04d,6,AA00
19:51:37.859: Awarded: 0 pts
19:51:37.982: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:37.984: Awarded: 0 pts
19:51:37.988: Message received: teamAwesome,p@55w04d,2,KH78
19:51:37.989: Awarded: 0 pts
19:51:37.991: Message received: teamAwesome,p@55w04d,3,KS79
19:51:37.996: Awarded: 0 pts
19:51:38.000: Message received: teamAwesome,p@55w04d,4,HH87
19:51:38.002: Awarded: 0 pts
19:51:38.004: Message received: teamAwesome,p@55w04d,5,AA00
19:51:38.013: Awarded: 0 pts
19:51:38.017: Message received: teamAwesome,p@55w04d,6,AA00
19:51:38.021: Awarded: 0 pts
19:51:38.167: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:38.171: Awarded: 0 pts
19:51:38.174: Message received: teamAwesome,p@55w04d,2,KH78
19:51:38.179: Awarded: 0 pts
19:51:38.187: Message received: teamAwesome,p@55w04d,3,KS79
19:51:38.191: Awarded: 0 pts
19:51:38.196: Message received: teamAwesome,p@55w04d,4,HH87
19:51:38.206: Awarded: 0 pts
19:51:38.214: Message received: teamAwesome,p@55w04d,5,AA00
19:51:38.221: Awarded: 0 pts
19:51:38.232: Message received: teamAwesome,p@55w04d,6,AA00
19:51:38.236: Awarded: 0 pts
19:51:38.290: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:38.294: Awarded: 0 pts
19:51:38.296: Message received: teamAwesome,p@55w04d,2,KH78
19:51:38.299: Awarded: 0 pts
19:51:38.307: Message received: teamAwesome,p@55w04d,3,KS79
19:51:38.313: Awarded: 0 pts
19:51:38.320: Message received: teamAwesome,p@55w04d,4,HH87
19:51:38.322: Awarded: 0 pts
19:51:38.324: Message received: teamAwesome,p@55w04d,5,AA00
19:51:38.326: Awarded: 0 pts
19:51:38.329: Message received: teamAwesome,p@55w04d,6,AA00
19:51:38.332: Awarded: 0 pts
19:51:38.520: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:38.522: Awarded: 0 pts
19:51:38.524: Message received: teamAwesome,p@55w04d,2,KH78
19:51:38.526: Awarded: 0 pts
19:51:38.527: Message received: teamAwesome,p@55w04d,3,KS79
19:51:38.533: Awarded: 0 pts
19:51:38.537: Message received: teamAwesome,p@55w04d,4,HH87
19:51:38.541: Awarded: 0 pts
19:51:38.543: Message received: teamAwesome,p@55w04d,5,AA00
19:51:38.545: Awarded: 0 pts
19:51:38.548: Message received: teamAwesome,p@55w04d,6,AA00
19:51:38.550: Awarded: 0 pts
19:51:38.624: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:38.626: Awarded: 0 pts
19:51:38.628: Message received: teamAwesome,p@55w04d,2,KH78
19:51:38.629: Awarded: 0 pts
19:51:38.631: Message received: teamAwesome,p@55w04d,3,KS79
19:51:38.635: Awarded: 0 pts
19:51:38.637: Message received: teamAwesome,p@55w04d,4,HH87
19:51:38.640: Awarded: 0 pts
19:51:38.642: Message received: teamAwesome,p@55w04d,5,AA00
19:51:38.645: Awarded: 0 pts
19:51:38.648: Message received: teamAwesome,p@55w04d,6,AA00
19:51:38.652: Awarded: 0 pts
19:51:38.763: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:38.766: Awarded: 0 pts
19:51:38.769: Message received: teamAwesome,p@55w04d,2,KH78
19:51:38.776: Awarded: 0 pts
19:51:38.779: Message received: teamAwesome,p@55w04d,3,KS79
19:51:38.782: Awarded: 0 pts
19:51:38.785: Message received: teamAwesome,p@55w04d,4,HH87
19:51:38.789: Awarded: 0 pts
19:51:38.795: Message received: teamAwesome,p@55w04d,5,AA00
19:51:38.799: Awarded: 0 pts
19:51:38.806: Message received: teamAwesome,p@55w04d,6,AA00
19:51:38.809: Awarded: 0 pts
19:51:38.977: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:38.982: Awarded: 0 pts
19:51:38.984: Message received: teamAwesome,p@55w04d,2,KH78
19:51:38.986: Awarded: 0 pts
19:51:38.990: Message received: teamAwesome,p@55w04d,3,KS79
19:51:38.994: Awarded: 0 pts
19:51:39.002: Message received: teamAwesome,p@55w04d,4,HH87
19:51:39.011: Awarded: 0 pts
19:51:39.025: Message received: teamAwesome,p@55w04d,5,AA00
19:51:39.032: Awarded: 0 pts
19:51:39.034: Message received: teamAwesome,p@55w04d,6,AA00
19:51:39.038: Awarded: 0 pts
19:51:39.085: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:39.087: Awarded: 0 pts
19:51:39.090: Message received: teamAwesome,p@55w04d,2,KH78
19:51:39.092: Awarded: 0 pts
19:51:39.095: Message received: teamAwesome,p@55w04d,3,KS79
19:51:39.101: Awarded: 0 pts
19:51:39.107: Message received: teamAwesome,p@55w04d,4,HH87
19:51:39.114: Awarded: 0 pts
19:51:39.118: Message received: teamAwesome,p@55w04d,5,AA00
19:51:39.121: Awarded: 0 pts
19:51:39.126: Message received: teamAwesome,p@55w04d,6,AA00
19:51:39.130: Awarded: 0 pts
19:51:39.237: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:39.239: Awarded: 0 pts
19:51:39.241: Message received: teamAwesome,p@55w04d,2,KH78
19:51:39.243: Awarded: 0 pts
19:51:39.245: Message received: teamAwesome,p@55w04d,3,KS79
19:51:39.249: Awarded: 0 pts
19:51:39.254: Message received: teamAwesome,p@55w04d,4,HH87
19:51:39.259: Awarded: 0 pts
19:51:39.266: Message received: teamAwesome,p@55w04d,5,AA00
19:51:39.270: Awarded: 0 pts
19:51:39.277: Message received: teamAwesome,p@55w04d,6,AA00
19:51:39.279: Awarded: 0 pts
19:51:39.380: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:39.383: Awarded: 0 pts
19:51:39.386: Message received: teamAwesome,p@55w04d,2,KH78
19:51:39.387: Awarded: 0 pts
19:51:39.389: Message received: teamAwesome,p@55w04d,3,KS79
19:51:39.394: Awarded: 0 pts
19:51:39.396: Message received: teamAwesome,p@55w04d,4,HH87
19:51:39.402: Awarded: 0 pts
19:51:39.409: Message received: teamAwesome,p@55w04d,5,AA00
19:51:39.412: Awarded: 0 pts
19:51:39.414: Message received: teamAwesome,p@55w04d,6,AA00
19:51:39.417: Awarded: 0 pts
19:51:39.503: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:39.506: Awarded: 0 pts
19:51:39.508: Message received: teamAwesome,p@55w04d,2,KH78
19:51:39.510: Awarded: 0 pts
19:51:39.514: Message received: teamAwesome,p@55w04d,3,KS79
19:51:39.519: Awarded: 0 pts
19:51:39.525: Message received: teamAwesome,p@55w04d,4,HH87
19:51:39.531: Awarded: 0 pts
19:51:39.536: Message received: teamAwesome,p@55w04d,5,AA00
19:51:39.539: Awarded: 0 pts
19:51:39.543: Message received: teamAwesome,p@55w04d,6,AA00
19:51:39.546: Awarded: 0 pts
19:51:39.652: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:39.654: Awarded: 0 pts
19:51:39.658: Message received: teamAwesome,p@55w04d,2,KH78
19:51:39.659: Awarded: 0 pts
19:51:39.664: Message received: teamAwesome,p@55w04d,3,KS79
19:51:39.679: Awarded: 0 pts
19:51:39.683: Message received: teamAwesome,p@55w04d,4,HH87
19:51:39.690: Awarded: 0 pts
19:51:39.693: Message received: teamAwesome,p@55w04d,5,AA00
19:51:39.697: Awarded: 0 pts
19:51:39.700: Message received: teamAwesome,p@55w04d,6,AA00
19:51:39.705: Awarded: 0 pts
19:51:39.831: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:39.835: Awarded: 0 pts
19:51:39.837: Message received: teamAwesome,p@55w04d,2,KH78
19:51:39.839: Awarded: 0 pts
19:51:39.841: Message received: teamAwesome,p@55w04d,3,KS79
19:51:39.844: Awarded: 0 pts
19:51:39.846: Message received: teamAwesome,p@55w04d,4,HH87
19:51:39.848: Awarded: 0 pts
19:51:39.850: Message received: teamAwesome,p@55w04d,5,AA00
19:51:39.854: Awarded: 0 pts
19:51:39.860: Message received: teamAwesome,p@55w04d,6,AA00
19:51:39.862: Awarded: 0 pts
19:51:39.964: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:39.966: Awarded: 0 pts
19:51:39.967: Message received: teamAwesome,p@55w04d,2,KH78
19:51:39.971: Awarded: 0 pts
19:51:39.974: Message received: teamAwesome,p@55w04d,3,KS79
19:51:39.978: Awarded: 0 pts
19:51:39.982: Message received: teamAwesome,p@55w04d,4,HH87
19:51:39.984: Awarded: 0 pts
19:51:39.988: Message received: teamAwesome,p@55w04d,5,AA00
19:51:39.990: Awarded: 0 pts
19:51:39.994: Message received: teamAwesome,p@55w04d,6,AA00
19:51:39.999: Awarded: 0 pts
19:51:40.141: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:40.144: Awarded: 0 pts
19:51:40.148: Message received: teamAwesome,p@55w04d,2,KH78
19:51:40.152: Awarded: 0 pts
19:51:40.156: Message received: teamAwesome,p@55w04d,3,KS79
19:51:40.162: Awarded: 0 pts
19:51:40.168: Message received: teamAwesome,p@55w04d,4,HH87
19:51:40.176: Awarded: 0 pts
19:51:40.186: Message received: teamAwesome,p@55w04d,5,AA00
19:51:40.190: Awarded: 0 pts
19:51:40.194: Message received: teamAwesome,p@55w04d,6,AA00
19:51:40.198: Awarded: 0 pts
19:51:40.361: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:40.363: Awarded: 0 pts
19:51:40.366: Message received: teamAwesome,p@55w04d,2,KH78
19:51:40.370: Awarded: 0 pts
19:51:40.377: Message received: teamAwesome,p@55w04d,3,KS79
19:51:40.386: Awarded: 0 pts
19:51:40.390: Message received: teamAwesome,p@55w04d,4,HH87
19:51:40.394: Awarded: 0 pts
19:51:40.399: Message received: teamAwesome,p@55w04d,5,AA00
19:51:40.401: Awarded: 0 pts
19:51:40.410: Message received: teamAwesome,p@55w04d,6,AA00
19:51:40.412: Awarded: 0 pts
19:51:40.450: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:40.453: Awarded: 0 pts
19:51:40.454: Message received: teamAwesome,p@55w04d,2,KH78
19:51:40.457: Awarded: 0 pts
19:51:40.459: Message received: teamAwesome,p@55w04d,3,KS79
19:51:40.461: Awarded: 0 pts
19:51:40.473: Message received: teamAwesome,p@55w04d,4,HH87
19:51:40.484: Awarded: 0 pts
19:51:40.488: Message received: teamAwesome,p@55w04d,5,AA00
19:51:40.491: Awarded: 0 pts
19:51:40.498: Message received: teamAwesome,p@55w04d,6,AA00
19:51:40.501: Awarded: 0 pts
19:51:40.595: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:40.597: Awarded: 0 pts
19:51:40.599: Message received: teamAwesome,p@55w04d,2,KH78
19:51:40.601: Awarded: 0 pts
19:51:40.603: Message received: teamAwesome,p@55w04d,3,KS79
19:51:40.606: Awarded: 0 pts
19:51:40.614: Message received: teamAwesome,p@55w04d,4,HH87
19:51:40.618: Awarded: 0 pts
19:51:40.624: Message received: teamAwesome,p@55w04d,5,AA00
19:51:40.629: Awarded: 0 pts
19:51:40.631: Message received: teamAwesome,p@55w04d,6,AA00
19:51:40.638: Awarded: 0 pts
19:51:40.825: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:40.827: Awarded: 0 pts
19:51:40.831: Message received: teamAwesome,p@55w04d,2,KH78
19:51:40.833: Awarded: 0 pts
19:51:40.836: Message received: teamAwesome,p@55w04d,3,KS79
19:51:40.839: Awarded: 0 pts
19:51:40.842: Message received: teamAwesome,p@55w04d,4,HH87
19:51:40.851: Awarded: 0 pts
19:51:40.853: Message received: teamAwesome,p@55w04d,5,AA00
19:51:40.860: Awarded: 0 pts
19:51:40.863: Message received: teamAwesome,p@55w04d,6,AA00
19:51:40.865: Awarded: 0 pts
19:51:40.955: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:40.957: Awarded: 0 pts
19:51:40.959: Message received: teamAwesome,p@55w04d,2,KH78
19:51:40.960: Awarded: 0 pts
19:51:40.962: Message received: teamAwesome,p@55w04d,3,KS79
19:51:40.964: Awarded: 0 pts
19:51:40.981: Message received: teamAwesome,p@55w04d,4,HH87
19:51:40.988: Awarded: 0 pts
19:51:40.991: Message received: teamAwesome,p@55w04d,5,AA00
19:51:40.995: Awarded: 0 pts
19:51:41.000: Message received: teamAwesome,p@55w04d,6,AA00
19:51:41.006: Awarded: 0 pts
19:51:41.299: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:41.302: Awarded: 0 pts
19:51:41.311: Message received: teamAwesome,p@55w04d,2,KH78
19:51:41.315: Awarded: 0 pts
19:51:41.318: Message received: teamAwesome,p@55w04d,3,KS79
19:51:41.325: Awarded: 0 pts
19:51:41.329: Message received: teamAwesome,p@55w04d,4,HH87
19:51:41.334: Awarded: 0 pts
19:51:41.343: Message received: teamAwesome,p@55w04d,5,AA00
19:51:41.348: Awarded: 0 pts
19:51:41.354: Message received: teamAwesome,p@55w04d,6,AA00
19:51:41.358: Awarded: 0 pts
19:51:41.388: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:41.391: Awarded: 0 pts
19:51:41.402: Message received: teamAwesome,p@55w04d,2,KH78
19:51:41.406: Awarded: 0 pts
19:51:41.414: Message received: teamAwesome,p@55w04d,3,KS79
19:51:41.417: Awarded: 0 pts
19:51:41.421: Message received: teamAwesome,p@55w04d,4,HH87
19:51:41.426: Awarded: 0 pts
19:51:41.432: Message received: teamAwesome,p@55w04d,5,AA00
19:51:41.435: Awarded: 0 pts
19:51:41.439: Message received: teamAwesome,p@55w04d,6,AA00
19:51:41.444: Awarded: 0 pts
19:51:41.486: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:41.489: Awarded: 0 pts
19:51:41.491: Message received: teamAwesome,p@55w04d,2,KH78
19:51:41.494: Awarded: 0 pts
19:51:41.498: Message received: teamAwesome,p@55w04d,3,KS79
19:51:41.501: Awarded: 0 pts
19:51:41.508: Message received: teamAwesome,p@55w04d,4,HH87
19:51:41.513: Awarded: 0 pts
19:51:41.516: Message received: teamAwesome,p@55w04d,5,AA00
19:51:41.520: Awarded: 0 pts
19:51:41.529: Message received: teamAwesome,p@55w04d,6,AA00
19:51:41.534: Awarded: 0 pts
19:51:41.723: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:41.725: Awarded: 0 pts
19:51:41.728: Message received: teamAwesome,p@55w04d,2,KH78
19:51:41.730: Awarded: 0 pts
19:51:41.740: Message received: teamAwesome,p@55w04d,3,KS79
19:51:41.749: Awarded: 0 pts
19:51:41.756: Message received: teamAwesome,p@55w04d,4,HH87
19:51:41.764: Awarded: 0 pts
19:51:41.783: Message received: teamAwesome,p@55w04d,5,AA00
19:51:41.791: Awarded: 0 pts
19:51:41.795: Message received: teamAwesome,p@55w04d,6,AA00
19:51:41.802: Awarded: 0 pts
19:51:41.865: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:41.868: Awarded: 0 pts
19:51:41.869: Message received: teamAwesome,p@55w04d,2,KH78
19:51:41.871: Awarded: 0 pts
19:51:41.873: Message received: teamAwesome,p@55w04d,3,KS79
19:51:41.878: Awarded: 0 pts
19:51:41.885: Message received: teamAwesome,p@55w04d,4,HH87
19:51:41.887: Awarded: 0 pts
19:51:41.894: Message received: teamAwesome,p@55w04d,5,AA00
19:51:41.900: Awarded: 0 pts
19:51:41.909: Message received: teamAwesome,p@55w04d,6,AA00
19:51:41.913: Awarded: 0 pts
19:51:42.185: Message received: teamAwesome,p@55w04d,1,HOS7
19:51:42.187: Awarded: 0 pts
19:51:42.189: Message received: teamAwesome,p@55w04d,2,KH78
19:51:42.202: Awarded: 0 pts
19:51:42.229: Message received: teamAwesome,p@55w04d,3,KS79
19:51:42.250: Awarded: 0 pts
19:51:42.259: Message received: teamAwesome,p@55w04d,4,HH87
19:51:42.272: Awarded: 0 pts
19:51:42.278: Message received: teamAwesome,p@55w04d,5,AA00
