19:38:38.277: Position 1: JG88
19:41:00.819: Awarded: 0 pts
19:41:00.822: Message received: teamAwesome,p@55w04d,5,AL28
19:41:00.828: Awarded: 6 pts
19:41:00.835: Message received: teamAwesome,p@55w04d,6,HH88
19:41:00.839: Awarded: 0 pts
19:41:00.928: Message received: teamAwesome,p@55w04d,1,OL77
19:41:00.931: Awarded: 0 pts
19:41:00.933: Message received: teamAwesome,p@55w04d,2,HH77
19:41:00.935: Awarded: 0 pts
19:41:00.939: Message received: teamAwesome,p@55w04d,3,NA17
19:41:00.945: Awarded: 6 pts
19:41:00.951: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:00.961: Awarded: 0 pts
19:41:00.966: Message received: teamAwesome,p@55w04d,5,AL28
19:41:00.968: Awarded: 6 pts
19:41:00.984: Message received: teamAwesome,p@55w04d,6,HH88
19:41:00.989: Awarded: 0 pts
19:41:01.070: Message received: teamAwesome,p@55w04d,1,OL77
19:41:01.075: Awarded: 0 pts
19:41:01.084: Message received: teamAwesome,p@55w04d,2,HH77
19:41:01.090: Awarded: 0 pts
19:41:01.094: Message received: teamAwesome,p@55w04d,3,NA17
19:41:01.099: Awarded: 6 pts
19:41:01.103: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:01.111: Awarded: 0 pts
19:41:01.115: Message received: teamAwesome,p@55w04d,5,AL28
19:41:01.118: Awarded: 6 pts
19:41:01.123: Message received: teamAwesome,p@55w04d,6,HH88
19:41:01.126: Awarded: 0 pts
19:41:01.200: Message received: teamAwesome,p@55w04d,1,OL77
19:41:01.202: Awarded: 0 pts
19:41:01.204: Message received: teamAwesome,p@55w04d,2,HH77
19:41:01.206: Awarded: 0 pts
19:41:01.210: Message received: teamAwesome,p@55w04d,3,NA17
19:41:01.221: Awarded: 6 pts
19:41:01.228: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:01.253: Awarded: 0 pts
19:41:01.256: Message received: teamAwesome,p@55w04d,5,AL28
19:41:01.258: Awarded: 6 pts
19:41:01.261: Message received: teamAwesome,p@55w04d,6,HH88
19:41:01.262: Awarded: 0 pts
19:41:01.306: Message received: teamAwesome,p@55w04d,1,OL77
19:41:01.310: Awarded: 0 pts
19:41:01.317: Message received: teamAwesome,p@55w04d,2,HH77
19:41:01.323: Awarded: 0 pts
19:41:01.327: Message received: teamAwesome,p@55w04d,3,NA17
19:41:01.332: Awarded: 6 pts
19:41:01.337: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:01.342: Awarded: 0 pts
19:41:01.347: Message received: teamAwesome,p@55w04d,5,AL28
19:41:01.350: Awarded: 6 pts
19:41:01.353: Message received: teamAwesome,p@55w04d,6,HH88
19:41:01.358: Awarded: 0 pts
19:41:01.518: Message received: teamAwesome,p@55w04d,1,OL77
19:41:01.521: Awarded: 0 pts
19:41:01.523: Message received: teamAwesome,p@55w04d,2,HH77
19:41:01.527: Awarded: 0 pts
19:41:01.530: Message received: teamAwesome,p@55w04d,3,NA17
19:41:01.535: Awarded: 6 pts
19:41:01.545: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:01.547: Awarded: 0 pts
19:41:01.551: Message received: teamAwesome,p@55w04d,5,AL28
19:41:01.556: Awarded: 6 pts
19:41:01.561: Message received: teamAwesome,p@55w04d,6,HH88
19:41:01.567: Awarded: 0 pts
19:41:01.607: Message received: teamAwesome,p@55w04d,1,OL77
19:41:01.614: Awarded: 0 pts
19:41:01.619: Message received: teamAwesome,p@55w04d,2,HH77
19:41:01.625: Awarded: 0 pts
19:41:01.630: Message received: teamAwesome,p@55w04d,3,NA17
19:41:01.636: Awarded: 6 pts
19:41:01.642: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:01.647: Awarded: 0 pts
19:41:01.652: Message received: teamAwesome,p@55w04d,5,AL28
19:41:01.656: Awarded: 6 pts
19:41:01.661: Message received: teamAwesome,p@55w04d,6,HH88
19:41:01.663: Awarded: 0 pts
19:41:01.718: Message received: teamAwesome,p@55w04d,1,OL77
19:41:01.721: Awarded: 0 pts
19:41:01.723: Message received: teamAwesome,p@55w04d,2,HH77
19:41:01.727: Awarded: 0 pts
19:41:01.738: Message received: teamAwesome,p@55w04d,3,NA17
19:41:01.742: Awarded: 6 pts
19:41:01.752: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:01.760: Awarded: 0 pts
19:41:01.764: Message received: teamAwesome,p@55w04d,5,AL28
19:41:01.768: Awarded: 6 pts
19:41:01.773: Message received: teamAwesome,p@55w04d,6,HH88
19:41:01.780: Awarded: 0 pts
19:41:01.841: Message received: teamAwesome,p@55w04d,1,OL77
19:41:01.845: Awarded: 0 pts
19:41:01.847: Message received: teamAwesome,p@55w04d,2,HH77
19:41:01.848: Awarded: 0 pts
19:41:01.851: Message received: teamAwesome,p@55w04d,3,NA17
19:41:01.852: Awarded: 6 pts
19:41:01.855: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:01.859: Awarded: 0 pts
19:41:01.863: Message received: teamAwesome,p@55w04d,5,AL28
19:41:01.865: Awarded: 6 pts
19:41:01.870: Message received: teamAwesome,p@55w04d,6,HH88
19:41:01.874: Awarded: 0 pts
19:41:01.938: Message received: teamAwesome,p@55w04d,1,OL77
19:41:01.940: Awarded: 0 pts
19:41:01.943: Message received: teamAwesome,p@55w04d,2,HH77
19:41:01.945: Awarded: 0 pts
19:41:01.947: Message received: teamAwesome,p@55w04d,3,NA17
19:41:01.954: Awarded: 6 pts
19:41:01.960: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:01.968: Awarded: 0 pts
19:41:01.975: Message received: teamAwesome,p@55w04d,5,AL28
19:41:01.979: Awarded: 6 pts
19:41:01.984: Message received: teamAwesome,p@55w04d,6,HH88
19:41:01.989: Awarded: 0 pts
19:41:02.071: Message received: teamAwesome,p@55w04d,1,OL77
19:41:02.073: Awarded: 0 pts
19:41:02.075: Message received: teamAwesome,p@55w04d,2,HH77
19:41:02.084: Awarded: 0 pts
19:41:02.090: Message received: teamAwesome,p@55w04d,3,NA17
19:41:02.095: Awarded: 6 pts
19:41:02.098: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:02.101: Awarded: 0 pts
19:41:02.103: Message received: teamAwesome,p@55w04d,5,AL28
19:41:02.105: Awarded: 6 pts
19:41:02.107: Message received: teamAwesome,p@55w04d,6,HH88
19:41:02.110: Awarded: 0 pts
19:41:02.202: Message received: teamAwesome,p@55w04d,1,OL77
19:41:02.205: Awarded: 0 pts
19:41:02.207: Message received: teamAwesome,p@55w04d,2,HH77
19:41:02.210: Awarded: 0 pts
19:41:02.216: Message received: teamAwesome,p@55w04d,3,NA17
19:41:02.223: Awarded: 6 pts
19:41:02.233: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:02.241: Awarded: 0 pts
19:41:02.251: Message received: teamAwesome,p@55w04d,5,AL28
19:41:02.254: Awarded: 6 pts
19:41:02.260: Message received: teamAwesome,p@55w04d,6,HH88
19:41:02.263: Awarded: 0 pts
19:41:02.331: Message received: teamAwesome,p@55w04d,1,OL77
19:41:02.333: Awarded: 0 pts
19:41:02.336: Message received: teamAwesome,p@55w04d,2,HH77
19:41:02.341: Awarded: 0 pts
19:41:02.344: Message received: teamAwesome,p@55w04d,3,NA17
19:41:02.348: Awarded: 6 pts
19:41:02.356: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:02.359: Awarded: 0 pts
19:41:02.362: Message received: teamAwesome,p@55w04d,5,AL28
19:41:02.366: Awarded: 6 pts
19:41:02.371: Message received: teamAwesome,p@55w04d,6,HH88
19:41:02.373: Awarded: 0 pts
19:41:02.481: Message received: teamAwesome,p@55w04d,1,OL77
19:41:02.484: Awarded: 0 pts
19:41:02.485: Message received: teamAwesome,p@55w04d,2,HH77
19:41:02.491: Awarded: 0 pts
19:41:02.495: Message received: teamAwesome,p@55w04d,3,NA17
19:41:02.501: Awarded: 6 pts
19:41:02.506: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:02.511: Awarded: 0 pts
19:41:02.516: Message received: teamAwesome,p@55w04d,5,AL28
19:41:02.520: Awarded: 6 pts
19:41:02.522: Message received: teamAwesome,p@55w04d,6,HH88
19:41:02.523: Awarded: 0 pts
19:41:02.621: Message received: teamAwesome,p@55w04d,1,OL77
19:41:02.624: Awarded: 0 pts
19:41:02.626: Message received: teamAwesome,p@55w04d,2,HH77
19:41:02.629: Awarded: 0 pts
19:41:02.631: Message received: teamAwesome,p@55w04d,3,NA17
19:41:02.636: Awarded: 6 pts
19:41:02.638: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:02.643: Awarded: 0 pts
19:41:02.651: Message received: teamAwesome,p@55w04d,5,AL28
19:41:02.655: Awarded: 6 pts
19:41:02.658: Message received: teamAwesome,p@55w04d,6,HH88
19:41:02.663: Awarded: 0 pts
19:41:02.758: Message received: teamAwesome,p@55w04d,1,OL77
19:41:02.760: Awarded: 0 pts
19:41:02.783: Message received: teamAwesome,p@55w04d,2,HH77
19:41:02.787: Awarded: 0 pts
19:41:02.792: Message received: teamAwesome,p@55w04d,3,NA17
19:41:02.796: Awarded: 6 pts
19:41:02.803: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:02.807: Awarded: 0 pts
19:41:02.810: Message received: teamAwesome,p@55w04d,5,AL28
19:41:02.815: Awarded: 6 pts
19:41:02.822: Message received: teamAwesome,p@55w04d,6,HH88
19:41:02.828: Awarded: 0 pts
19:41:02.879: Message received: teamAwesome,p@55w04d,1,OL77
19:41:02.882: Awarded: 0 pts
19:41:02.885: Message received: teamAwesome,p@55w04d,2,HH77
19:41:02.891: Awarded: 0 pts
19:41:02.900: Message received: teamAwesome,p@55w04d,3,NA17
19:41:02.905: Awarded: 6 pts
19:41:02.913: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:02.920: Awarded: 0 pts
19:41:02.923: Message received: teamAwesome,p@55w04d,5,AL28
19:41:02.927: Awarded: 6 pts
19:41:02.934: Message received: teamAwesome,p@55w04d,6,HH88
19:41:02.938: Awarded: 0 pts
19:41:03.034: Message received: teamAwesome,p@55w04d,1,OL77
19:41:03.037: Awarded: 0 pts
19:41:03.039: Message received: teamAwesome,p@55w04d,2,HH77
19:41:03.042: Awarded: 0 pts
19:41:03.047: Message received: teamAwesome,p@55w04d,3,NA17
19:41:03.055: Awarded: 6 pts
19:41:03.063: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:03.066: Awarded: 0 pts
19:41:03.068: Message received: teamAwesome,p@55w04d,5,AL28
19:41:03.071: Awarded: 6 pts
19:41:03.076: Message received: teamAwesome,p@55w04d,6,HH88
19:41:03.079: Awarded: 0 pts
19:41:03.172: Message received: teamAwesome,p@55w04d,1,OL77
19:41:03.174: Awarded: 0 pts
19:41:03.183: Message received: teamAwesome,p@55w04d,2,HH77
19:41:03.188: Awarded: 0 pts
19:41:03.193: Message received: teamAwesome,p@55w04d,3,NA17
19:41:03.196: Awarded: 6 pts
19:41:03.200: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:03.204: Awarded: 0 pts
19:41:03.209: Message received: teamAwesome,p@55w04d,5,AL28
19:41:03.213: Awarded: 6 pts
19:41:03.218: Message received: teamAwesome,p@55w04d,6,HH88
19:41:03.220: Awarded: 0 pts
19:41:03.261: Message received: teamAwesome,p@55w04d,1,OL77
19:41:03.265: Awarded: 0 pts
19:41:03.268: Message received: teamAwesome,p@55w04d,2,HH77
19:41:03.275: Awarded: 0 pts
19:41:03.286: Message received: teamAwesome,p@55w04d,3,NA17
19:41:03.295: Awarded: 6 pts
19:41:03.303: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:03.307: Awarded: 0 pts
19:41:03.312: Message received: teamAwesome,p@55w04d,5,AL28
19:41:03.315: Awarded: 6 pts
19:41:03.319: Message received: teamAwesome,p@55w04d,6,HH88
19:41:03.322: Awarded: 0 pts
19:41:03.470: Message received: teamAwesome,p@55w04d,1,OL77
19:41:03.472: Awarded: 0 pts
19:41:03.489: Message received: teamAwesome,p@55w04d,2,HH77
19:41:03.497: Awarded: 0 pts
19:41:03.500: Message received: teamAwesome,p@55w04d,3,NA17
19:41:03.505: Awarded: 6 pts
19:41:03.509: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:03.516: Awarded: 0 pts
19:41:03.520: Message received: teamAwesome,p@55w04d,5,AL28
19:41:03.524: Awarded: 6 pts
19:41:03.527: Message received: teamAwesome,p@55w04d,6,HH88
19:41:03.531: Awarded: 0 pts
19:41:03.591: Message received: teamAwesome,p@55w04d,1,OL77
19:41:03.593: Awarded: 0 pts
19:41:03.597: Message received: teamAwesome,p@55w04d,2,HH77
19:41:03.602: Awarded: 0 pts
19:41:03.606: Message received: teamAwesome,p@55w04d,3,NA17
19:41:03.616: Awarded: 6 pts
19:41:03.623: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:03.626: Awarded: 0 pts
19:41:03.632: Message received: teamAwesome,p@55w04d,5,AL28
19:41:03.640: Awarded: 6 pts
19:41:03.646: Message received: teamAwesome,p@55w04d,6,HH88
19:41:03.652: Awarded: 0 pts
19:41:03.698: Message received: teamAwesome,p@55w04d,1,OL77
19:41:03.700: Awarded: 0 pts
19:41:03.704: Message received: teamAwesome,p@55w04d,2,HH77
19:41:03.707: Awarded: 0 pts
19:41:03.711: Message received: teamAwesome,p@55w04d,3,NA17
19:41:03.720: Awarded: 6 pts
19:41:03.724: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:03.728: Awarded: 0 pts
19:41:03.731: Message received: teamAwesome,p@55w04d,5,AL28
19:41:03.734: Awarded: 6 pts
19:41:03.738: Message received: teamAwesome,p@55w04d,6,HH88
19:41:03.742: Awarded: 0 pts
19:41:03.768: Message received: teamAwesome,p@55w04d,1,OL77
19:41:03.773: Awarded: 0 pts
19:41:03.775: Message received: teamAwesome,p@55w04d,2,HH77
19:41:03.779: Awarded: 0 pts
19:41:03.787: Message received: teamAwesome,p@55w04d,3,NA17
19:41:03.791: Awarded: 6 pts
19:41:03.795: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:03.799: Awarded: 0 pts
19:41:03.803: Message received: teamAwesome,p@55w04d,5,AL28
19:41:03.805: Awarded: 6 pts
19:41:03.808: Message received: teamAwesome,p@55w04d,6,HH88
19:41:03.810: Awarded: 0 pts
19:41:03.852: Message received: teamAwesome,p@55w04d,1,OL77
19:41:03.856: Awarded: 0 pts
19:41:03.859: Message received: teamAwesome,p@55w04d,2,HH77
19:41:03.866: Awarded: 0 pts
19:41:03.872: Message received: teamAwesome,p@55w04d,3,NA17
19:41:03.880: Awarded: 6 pts
19:41:03.888: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:03.893: Awarded: 0 pts
19:41:03.902: Message received: teamAwesome,p@55w04d,5,AL28
19:41:03.908: Awarded: 6 pts
19:41:03.918: Message received: teamAwesome,p@55w04d,6,HH88
19:41:03.921: Awarded: 0 pts
19:41:03.968: Message received: teamAwesome,p@55w04d,1,OL77
19:41:03.973: Awarded: 0 pts
19:41:03.975: Message received: teamAwesome,p@55w04d,2,HH77
19:41:03.983: Awarded: 0 pts
19:41:03.986: Message received: teamAwesome,p@55w04d,3,NA17
19:41:03.989: Awarded: 6 pts
19:41:03.994: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:03.996: Awarded: 0 pts
19:41:04.000: Message received: teamAwesome,p@55w04d,5,AL28
19:41:04.002: Awarded: 6 pts
19:41:04.008: Message received: teamAwesome,p@55w04d,6,HH88
19:41:04.010: Awarded: 0 pts
19:41:04.127: Message received: teamAwesome,p@55w04d,1,OL77
19:41:04.129: Awarded: 0 pts
19:41:04.131: Message received: teamAwesome,p@55w04d,2,HH77
19:41:04.136: Awarded: 0 pts
19:41:04.138: Message received: teamAwesome,p@55w04d,3,NA17
19:41:04.143: Awarded: 6 pts
19:41:04.146: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:04.151: Awarded: 0 pts
19:41:04.156: Message received: teamAwesome,p@55w04d,5,AL28
19:41:04.160: Awarded: 6 pts
19:41:04.166: Message received: teamAwesome,p@55w04d,6,HH88
19:41:04.168: Awarded: 0 pts
19:41:04.282: Message received: teamAwesome,p@55w04d,1,OL77
19:41:04.284: Awarded: 0 pts
19:41:04.288: Message received: teamAwesome,p@55w04d,2,HH77
19:41:04.291: Awarded: 0 pts
19:41:04.293: Message received: teamAwesome,p@55w04d,3,NA17
19:41:04.296: Awarded: 6 pts
19:41:04.301: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:04.308: Awarded: 0 pts
19:41:04.317: Message received: teamAwesome,p@55w04d,5,AL28
19:41:04.328: Awarded: 6 pts
19:41:04.333: Message received: teamAwesome,p@55w04d,6,HH88
19:41:04.342: Awarded: 0 pts
19:41:04.401: Message received: teamAwesome,p@55w04d,1,OL77
19:41:04.405: Awarded: 0 pts
19:41:04.409: Message received: teamAwesome,p@55w04d,2,HH77
19:41:04.415: Awarded: 0 pts
19:41:04.420: Message received: teamAwesome,p@55w04d,3,NA17
19:41:04.426: Awarded: 6 pts
19:41:04.434: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:04.436: Awarded: 0 pts
19:41:04.443: Message received: teamAwesome,p@55w04d,5,AL28
19:41:04.450: Awarded: 6 pts
19:41:04.454: Message received: teamAwesome,p@55w04d,6,HH88
19:41:04.458: Awarded: 0 pts
19:41:04.484: Message received: teamAwesome,p@55w04d,1,OL77
19:41:04.490: Awarded: 0 pts
19:41:04.493: Message received: teamAwesome,p@55w04d,2,HH77
19:41:04.497: Awarded: 0 pts
19:41:04.501: Message received: teamAwesome,p@55w04d,3,NA17
19:41:04.506: Awarded: 6 pts
19:41:04.509: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:04.512: Awarded: 0 pts
19:41:04.515: Message received: teamAwesome,p@55w04d,5,AL28
19:41:04.517: Awarded: 6 pts
19:41:04.525: Message received: teamAwesome,p@55w04d,6,HH88
19:41:04.531: Awarded: 0 pts
19:41:04.611: Message received: teamAwesome,p@55w04d,1,OL77
19:41:04.614: Awarded: 0 pts
19:41:04.619: Message received: teamAwesome,p@55w04d,2,HH77
19:41:04.635: Awarded: 0 pts
19:41:04.640: Message received: teamAwesome,p@55w04d,3,NA17
19:41:04.647: Awarded: 6 pts
19:41:04.650: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:04.653: Awarded: 0 pts
19:41:04.658: Message received: teamAwesome,p@55w04d,5,AL28
19:41:04.660: Awarded: 6 pts
19:41:04.662: Message received: teamAwesome,p@55w04d,6,HH88
19:41:04.666: Awarded: 0 pts
19:41:04.777: Message received: teamAwesome,p@55w04d,1,OL77
19:41:04.781: Awarded: 0 pts
19:41:04.784: Message received: teamAwesome,p@55w04d,2,HH77
19:41:04.787: Awarded: 0 pts
19:41:04.792: Message received: teamAwesome,p@55w04d,3,NA17
19:41:04.798: Awarded: 6 pts
19:41:04.803: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:04.806: Awarded: 0 pts
19:41:04.808: Message received: teamAwesome,p@55w04d,5,AL28
19:41:04.812: Awarded: 6 pts
19:41:04.816: Message received: teamAwesome,p@55w04d,6,HH88
19:41:04.821: Awarded: 0 pts
19:41:04.905: Message received: teamAwesome,p@55w04d,1,OL77
19:41:04.908: Awarded: 0 pts
19:41:04.911: Message received: teamAwesome,p@55w04d,2,HH77
19:41:04.913: Awarded: 0 pts
19:41:04.921: Message received: teamAwesome,p@55w04d,3,NA17
19:41:04.923: Awarded: 6 pts
19:41:04.927: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:04.930: Awarded: 0 pts
19:41:04.934: Message received: teamAwesome,p@55w04d,5,AL28
19:41:04.937: Awarded: 6 pts
19:41:04.942: Message received: teamAwesome,p@55w04d,6,HH88
19:41:04.948: Awarded: 0 pts
19:41:05.076: Message received: teamAwesome,p@55w04d,1,OL77
19:41:05.082: Awarded: 0 pts
19:41:05.084: Message received: teamAwesome,p@55w04d,2,HH77
19:41:05.087: Awarded: 0 pts
19:41:05.094: Message received: teamAwesome,p@55w04d,3,NA17
19:41:05.097: Awarded: 6 pts
19:41:05.100: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:05.103: Awarded: 0 pts
19:41:05.108: Message received: teamAwesome,p@55w04d,5,AL28
19:41:05.111: Awarded: 6 pts
19:41:05.114: Message received: teamAwesome,p@55w04d,6,HH88
19:41:05.118: Awarded: 0 pts
19:41:05.251: Message received: teamAwesome,p@55w04d,1,OL77
19:41:05.254: Awarded: 0 pts
19:41:05.257: Message received: teamAwesome,p@55w04d,2,HH77
19:41:05.268: Awarded: 0 pts
19:41:05.271: Message received: teamAwesome,p@55w04d,3,NA17
19:41:05.282: Awarded: 6 pts
19:41:05.287: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:05.295: Awarded: 0 pts
19:41:05.301: Message received: teamAwesome,p@55w04d,5,AL28
19:41:05.312: Awarded: 6 pts
19:41:05.325: Message received: teamAwesome,p@55w04d,6,HH88
19:41:05.328: Awarded: 0 pts
19:41:05.423: Message received: teamAwesome,p@55w04d,1,OL77
19:41:05.427: Awarded: 0 pts
19:41:05.431: Message received: teamAwesome,p@55w04d,2,HH77
19:41:05.435: Awarded: 0 pts
19:41:05.439: Message received: teamAwesome,p@55w04d,3,NA17
19:41:05.444: Awarded: 6 pts
19:41:05.451: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:05.455: Awarded: 0 pts
19:41:05.458: Message received: teamAwesome,p@55w04d,5,AL28
19:41:05.462: Awarded: 6 pts
19:41:05.468: Message received: teamAwesome,p@55w04d,6,HH88
19:41:05.471: Awarded: 0 pts
19:41:05.552: Message received: teamAwesome,p@55w04d,1,OL77
19:41:05.554: Awarded: 0 pts
19:41:05.558: Message received: teamAwesome,p@55w04d,2,HH77
19:41:05.563: Awarded: 0 pts
19:41:05.566: Message received: teamAwesome,p@55w04d,3,NA17
19:41:05.572: Awarded: 6 pts
19:41:05.576: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:05.581: Awarded: 0 pts
19:41:05.589: Message received: teamAwesome,p@55w04d,5,AL28
19:41:05.595: Awarded: 6 pts
19:41:05.601: Message received: teamAwesome,p@55w04d,6,HH88
19:41:05.605: Awarded: 0 pts
19:41:05.831: Message received: teamAwesome,p@55w04d,1,OL77
19:41:05.833: Awarded: 0 pts
19:41:05.836: Message received: teamAwesome,p@55w04d,2,HH77
19:41:05.838: Awarded: 0 pts
19:41:05.845: Message received: teamAwesome,p@55w04d,3,NA17
19:41:05.847: Awarded: 6 pts
19:41:05.849: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:05.856: Awarded: 0 pts
19:41:05.862: Message received: teamAwesome,p@55w04d,5,AL28
19:41:05.866: Awarded: 6 pts
19:41:05.869: Message received: teamAwesome,p@55w04d,6,HH88
19:41:05.874: Awarded: 0 pts
19:41:05.903: Message received: teamAwesome,p@55w04d,1,OL77
19:41:05.906: Awarded: 0 pts
19:41:05.908: Message received: teamAwesome,p@55w04d,2,HH77
19:41:05.913: Awarded: 0 pts
19:41:05.920: Message received: teamAwesome,p@55w04d,3,NA17
19:41:05.927: Awarded: 6 pts
19:41:05.938: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:05.948: Awarded: 0 pts
19:41:05.957: Message received: teamAwesome,p@55w04d,5,AL28
19:41:05.962: Awarded: 6 pts
19:41:05.967: Message received: teamAwesome,p@55w04d,6,HH88
19:41:05.972: Awarded: 0 pts
19:41:06.109: Message received: teamAwesome,p@55w04d,1,OL77
19:41:06.112: Awarded: 0 pts
19:41:06.115: Message received: teamAwesome,p@55w04d,2,HH77
19:41:06.117: Awarded: 0 pts
19:41:06.128: Message received: teamAwesome,p@55w04d,3,NA17
19:41:06.132: Awarded: 6 pts
19:41:06.146: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:06.151: Awarded: 0 pts
19:41:06.158: Message received: teamAwesome,p@55w04d,5,AL28
19:41:06.162: Awarded: 6 pts
19:41:06.169: Message received: teamAwesome,p@55w04d,6,HH88
19:41:06.173: Awarded: 0 pts
19:41:06.304: Message received: teamAwesome,p@55w04d,1,OL77
19:41:06.306: Awarded: 0 pts
19:41:06.326: Message received: teamAwesome,p@55w04d,2,HH77
19:41:06.330: Awarded: 0 pts
19:41:06.334: Message received: teamAwesome,p@55w04d,3,NA17
19:41:06.342: Awarded: 6 pts
19:41:06.352: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:06.358: Awarded: 0 pts
19:41:06.367: Message received: teamAwesome,p@55w04d,5,AL28
19:41:06.375: Awarded: 6 pts
19:41:06.380: Message received: teamAwesome,p@55w04d,6,HH88
19:41:06.387: Awarded: 0 pts
19:41:06.444: Message received: teamAwesome,p@55w04d,1,OL77
19:41:06.446: Awarded: 0 pts
19:41:06.450: Message received: teamAwesome,p@55w04d,2,HH77
19:41:06.457: Awarded: 0 pts
19:41:06.461: Message received: teamAwesome,p@55w04d,3,NA17
19:41:06.467: Awarded: 6 pts
19:41:06.473: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:06.478: Awarded: 0 pts
19:41:06.482: Message received: teamAwesome,p@55w04d,5,AL28
19:41:06.489: Awarded: 6 pts
19:41:06.495: Message received: teamAwesome,p@55w04d,6,HH88
19:41:06.501: Awarded: 0 pts
19:41:06.619: Message received: teamAwesome,p@55w04d,1,OL77
19:41:06.623: Awarded: 0 pts
19:41:06.635: Message received: teamAwesome,p@55w04d,2,HH77
19:41:06.638: Awarded: 0 pts
19:41:06.642: Message received: teamAwesome,p@55w04d,3,NA17
19:41:06.648: Awarded: 6 pts
19:41:06.652: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:06.659: Awarded: 0 pts
19:41:06.661: Message received: teamAwesome,p@55w04d,5,AL28
19:41:06.663: Awarded: 6 pts
19:41:06.666: Message received: teamAwesome,p@55w04d,6,HH88
19:41:06.669: Awarded: 0 pts
19:41:06.825: Message received: teamAwesome,p@55w04d,1,OL77
19:41:06.828: Awarded: 0 pts
19:41:06.831: Message received: teamAwesome,p@55w04d,2,HH77
19:41:06.840: Awarded: 0 pts
19:41:06.846: Message received: teamAwesome,p@55w04d,3,NA17
19:41:06.853: Awarded: 6 pts
19:41:06.860: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:06.865: Awarded: 0 pts
19:41:06.870: Message received: teamAwesome,p@55w04d,5,AL28
19:41:06.873: Awarded: 6 pts
19:41:06.876: Message received: teamAwesome,p@55w04d,6,HH88
19:41:06.878: Awarded: 0 pts
19:41:06.932: Message received: teamAwesome,p@55w04d,1,OL77
19:41:06.935: Awarded: 0 pts
19:41:06.940: Message received: teamAwesome,p@55w04d,2,HH77
19:41:06.942: Awarded: 0 pts
19:41:06.954: Message received: teamAwesome,p@55w04d,3,NA17
19:41:06.958: Awarded: 6 pts
19:41:06.963: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:06.969: Awarded: 0 pts
19:41:06.973: Message received: teamAwesome,p@55w04d,5,AL28
19:41:06.978: Awarded: 6 pts
19:41:06.986: Message received: teamAwesome,p@55w04d,6,HH88
19:41:06.994: Awarded: 0 pts
19:41:07.138: Message received: teamAwesome,p@55w04d,1,OL77
19:41:07.142: Awarded: 0 pts
19:41:07.146: Message received: teamAwesome,p@55w04d,2,HH77
19:41:07.155: Awarded: 0 pts
19:41:07.162: Message received: teamAwesome,p@55w04d,3,NA17
19:41:07.166: Awarded: 6 pts
19:41:07.169: Message received: teamAwesome,p@55w04d,4,WHJ7
19:41:07.175: Awarded: 0 pts
19:41:07.178: Message received: teamAwesome,p@55w04d,5,AL28
19:41:07.188: Awarded: 6 pts
19:41:07.191: Message received: teamAwesome,p@55w04d,6,HH88
19:41:07.193: Awarded: 0 pts
