19:26:30.276: Position 1: BY94
19:28:30.187: Awarded: 6 pts
19:28:30.197: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.201: Awarded: 0 pts
19:28:30.219: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:30.223: Awarded: 0 pts
19:28:30.224: Message received: teamAwesome,p@55w04d,2,GC76
19:28:30.226: Awarded: 6 pts
19:28:30.233: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:30.236: Awarded: 0 pts
19:28:30.240: Message received: teamAwesome,p@55w04d,4,5441
19:28:30.242: Awarded: 0 pts
19:28:30.249: Message received: teamAwesome,p@55w04d,5,FI35
19:28:30.251: Awarded: 6 pts
19:28:30.253: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.255: Awarded: 0 pts
19:28:30.271: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:30.274: Awarded: 0 pts
19:28:30.275: Message received: teamAwesome,p@55w04d,2,GC76
19:28:30.276: Awarded: 6 pts
19:28:30.277: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:30.278: Awarded: 0 pts
19:28:30.280: Message received: teamAwesome,p@55w04d,4,5441
19:28:30.281: Awarded: 0 pts
19:28:30.282: Message received: teamAwesome,p@55w04d,5,FI35
19:28:30.284: Awarded: 6 pts
19:28:30.285: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.287: Awarded: 0 pts
19:28:30.324: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:30.327: Awarded: 0 pts
19:28:30.328: Message received: teamAwesome,p@55w04d,2,GC76
19:28:30.330: Awarded: 6 pts
19:28:30.331: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:30.333: Awarded: 0 pts
19:28:30.334: Message received: teamAwesome,p@55w04d,4,5441
19:28:30.336: Awarded: 0 pts
19:28:30.337: Message received: teamAwesome,p@55w04d,5,FI35
19:28:30.338: Awarded: 6 pts
19:28:30.339: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.340: Awarded: 0 pts
19:28:30.398: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:30.400: Awarded: 0 pts
19:28:30.402: Message received: teamAwesome,p@55w04d,2,GC76
19:28:30.405: Awarded: 6 pts
19:28:30.406: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:30.407: Awarded: 0 pts
19:28:30.408: Message received: teamAwesome,p@55w04d,4,5441
19:28:30.409: Awarded: 0 pts
19:28:30.412: Message received: teamAwesome,p@55w04d,5,FI35
19:28:30.414: Awarded: 6 pts
19:28:30.415: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.416: Awarded: 0 pts
19:28:30.450: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:30.453: Awarded: 0 pts
19:28:30.454: Message received: teamAwesome,p@55w04d,2,GC76
19:28:30.457: Awarded: 6 pts
19:28:30.458: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:30.461: Awarded: 0 pts
19:28:30.466: Message received: teamAwesome,p@55w04d,4,5441
19:28:30.468: Awarded: 0 pts
19:28:30.474: Message received: teamAwesome,p@55w04d,5,FI35
19:28:30.477: Awarded: 6 pts
19:28:30.479: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.481: Awarded: 0 pts
19:28:30.537: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:30.538: Awarded: 0 pts
19:28:30.541: Message received: teamAwesome,p@55w04d,2,GC76
19:28:30.543: Awarded: 6 pts
19:28:30.545: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:30.550: Awarded: 0 pts
19:28:30.554: Message received: teamAwesome,p@55w04d,4,5441
19:28:30.559: Awarded: 0 pts
19:28:30.563: Message received: teamAwesome,p@55w04d,5,FI35
19:28:30.567: Awarded: 6 pts
19:28:30.569: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.573: Awarded: 0 pts
19:28:30.647: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:30.648: Awarded: 0 pts
19:28:30.650: Message received: teamAwesome,p@55w04d,2,GC76
19:28:30.652: Awarded: 6 pts
19:28:30.654: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:30.655: Awarded: 0 pts
19:28:30.657: Message received: teamAwesome,p@55w04d,4,5441
19:28:30.661: Awarded: 0 pts
19:28:30.666: Message received: teamAwesome,p@55w04d,5,FI35
19:28:30.671: Awarded: 6 pts
19:28:30.676: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.681: Awarded: 0 pts
19:28:30.711: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:30.712: Awarded: 0 pts
19:28:30.715: Message received: teamAwesome,p@55w04d,2,GC76
19:28:30.716: Awarded: 6 pts
19:28:30.718: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:30.720: Awarded: 0 pts
19:28:30.726: Message received: teamAwesome,p@55w04d,4,5441
19:28:30.728: Awarded: 0 pts
19:28:30.731: Message received: teamAwesome,p@55w04d,5,FI35
19:28:30.733: Awarded: 6 pts
19:28:30.735: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.737: Awarded: 0 pts
19:28:30.772: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:30.774: Awarded: 0 pts
19:28:30.776: Message received: teamAwesome,p@55w04d,2,GC76
19:28:30.779: Awarded: 6 pts
19:28:30.784: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:30.785: Awarded: 0 pts
19:28:30.787: Message received: teamAwesome,p@55w04d,4,5441
19:28:30.789: Awarded: 0 pts
19:28:30.791: Message received: teamAwesome,p@55w04d,5,FI35
19:28:30.794: Awarded: 6 pts
19:28:30.796: Message received: teamAwesome,p@55w04d,6,DN82
19:28:30.801: Awarded: 0 pts
19:28:31.426: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:31.429: Awarded: 0 pts
19:28:31.431: Message received: teamAwesome,p@55w04d,2,GC76
19:28:31.432: Awarded: 6 pts
19:28:31.433: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:31.434: Awarded: 0 pts
19:28:31.436: Message received: teamAwesome,p@55w04d,4,5441
19:28:31.437: Awarded: 0 pts
19:28:31.439: Message received: teamAwesome,p@55w04d,5,FI35
19:28:31.440: Awarded: 6 pts
19:28:31.444: Message received: teamAwesome,p@55w04d,6,DN82
19:28:31.446: Awarded: 0 pts
19:28:31.974: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:31.977: Awarded: 0 pts
19:28:31.982: Message received: teamAwesome,p@55w04d,2,GC76
19:28:31.986: Awarded: 6 pts
19:28:32.001: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:32.003: Awarded: 0 pts
19:28:32.006: Message received: teamAwesome,p@55w04d,4,5441
19:28:32.008: Awarded: 0 pts
19:28:32.010: Message received: teamAwesome,p@55w04d,5,FI35
19:28:32.011: Awarded: 6 pts
19:28:32.012: Message received: teamAwesome,p@55w04d,6,DN82
19:28:32.014: Awarded: 0 pts
19:28:32.669: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:32.670: Awarded: 0 pts
19:28:32.671: Message received: teamAwesome,p@55w04d,2,GC76
19:28:32.673: Awarded: 6 pts
19:28:32.676: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:32.678: Awarded: 0 pts
19:28:32.681: Message received: teamAwesome,p@55w04d,4,5441
19:28:32.683: Awarded: 0 pts
19:28:32.685: Message received: teamAwesome,p@55w04d,5,FI35
19:28:32.688: Awarded: 6 pts
19:28:32.691: Message received: teamAwesome,p@55w04d,6,DN82
19:28:32.693: Awarded: 0 pts
19:28:32.734: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:32.736: Awarded: 0 pts
19:28:32.737: Message received: teamAwesome,p@55w04d,2,GC76
19:28:32.738: Awarded: 6 pts
19:28:32.741: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:32.742: Awarded: 0 pts
19:28:32.747: Message received: teamAwesome,p@55w04d,4,5441
19:28:32.751: Awarded: 0 pts
19:28:32.753: Message received: teamAwesome,p@55w04d,5,FI35
19:28:32.754: Awarded: 6 pts
19:28:32.755: Message received: teamAwesome,p@55w04d,6,DN82
19:28:32.758: Awarded: 0 pts
19:28:32.787: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:32.792: Awarded: 0 pts
19:28:32.793: Message received: teamAwesome,p@55w04d,2,GC76
19:28:32.795: Awarded: 6 pts
19:28:32.797: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:32.799: Awarded: 0 pts
19:28:32.802: Message received: teamAwesome,p@55w04d,4,5441
19:28:32.804: Awarded: 0 pts
19:28:32.806: Message received: teamAwesome,p@55w04d,5,FI35
19:28:32.808: Awarded: 6 pts
19:28:32.809: Message received: teamAwesome,p@55w04d,6,DN82
19:28:32.811: Awarded: 0 pts
19:28:32.827: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:32.828: Awarded: 0 pts
19:28:32.833: Message received: teamAwesome,p@55w04d,2,GC76
19:28:32.835: Awarded: 6 pts
19:28:32.847: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:32.849: Awarded: 0 pts
19:28:32.855: Message received: teamAwesome,p@55w04d,4,5441
19:28:32.858: Awarded: 0 pts
19:28:32.861: Message received: teamAwesome,p@55w04d,5,FI35
19:28:32.863: Awarded: 6 pts
19:28:32.865: Message received: teamAwesome,p@55w04d,6,DN82
19:28:32.867: Awarded: 0 pts
19:28:32.894: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:32.896: Awarded: 0 pts
19:28:32.897: Message received: teamAwesome,p@55w04d,2,GC76
19:28:32.899: Awarded: 6 pts
19:28:32.901: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:32.903: Awarded: 0 pts
19:28:32.909: Message received: teamAwesome,p@55w04d,4,5441
19:28:32.912: Awarded: 0 pts
19:28:32.913: Message received: teamAwesome,p@55w04d,5,FI35
19:28:32.915: Awarded: 6 pts
19:28:32.917: Message received: teamAwesome,p@55w04d,6,DN82
19:28:32.918: Awarded: 0 pts
19:28:32.936: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:32.940: Awarded: 0 pts
19:28:32.942: Message received: teamAwesome,p@55w04d,2,GC76
19:28:32.943: Awarded: 6 pts
19:28:32.950: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:32.955: Awarded: 0 pts
19:28:32.957: Message received: teamAwesome,p@55w04d,4,5441
19:28:32.959: Awarded: 0 pts
19:28:32.965: Message received: teamAwesome,p@55w04d,5,FI35
19:28:32.966: Awarded: 6 pts
19:28:32.969: Message received: teamAwesome,p@55w04d,6,DN82
19:28:32.972: Awarded: 0 pts
19:28:33.012: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:33.014: Awarded: 0 pts
19:28:33.016: Message received: teamAwesome,p@55w04d,2,GC76
19:28:33.017: Awarded: 6 pts
19:28:33.019: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:33.021: Awarded: 0 pts
19:28:33.024: Message received: teamAwesome,p@55w04d,4,5441
19:28:33.027: Awarded: 0 pts
19:28:33.031: Message received: teamAwesome,p@55w04d,5,FI35
19:28:33.033: Awarded: 6 pts
19:28:33.038: Message received: teamAwesome,p@55w04d,6,DN82
19:28:33.039: Awarded: 0 pts
19:28:33.052: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:33.053: Awarded: 0 pts
19:28:33.055: Message received: teamAwesome,p@55w04d,2,GC76
19:28:33.056: Awarded: 6 pts
19:28:33.061: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:33.062: Awarded: 0 pts
19:28:33.065: Message received: teamAwesome,p@55w04d,4,5441
19:28:33.070: Awarded: 0 pts
19:28:33.076: Message received: teamAwesome,p@55w04d,5,FI35
19:28:33.078: Awarded: 6 pts
19:28:33.081: Message received: teamAwesome,p@55w04d,6,DN82
19:28:33.088: Awarded: 0 pts
19:28:33.114: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:33.117: Awarded: 0 pts
19:28:33.119: Message received: teamAwesome,p@55w04d,2,GC76
19:28:33.124: Awarded: 6 pts
19:28:33.131: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:33.133: Awarded: 0 pts
19:28:33.138: Message received: teamAwesome,p@55w04d,4,5441
19:28:33.144: Awarded: 0 pts
19:28:33.147: Message received: teamAwesome,p@55w04d,5,FI35
19:28:33.150: Awarded: 6 pts
19:28:33.153: Message received: teamAwesome,p@55w04d,6,DN82
19:28:33.158: Awarded: 0 pts
19:28:33.274: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:33.275: Awarded: 0 pts
19:28:33.277: Message received: teamAwesome,p@55w04d,2,GC76
19:28:33.278: Awarded: 6 pts
19:28:33.279: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:33.280: Awarded: 0 pts
19:28:33.281: Message received: teamAwesome,p@55w04d,4,5441
19:28:33.287: Awarded: 0 pts
19:28:33.290: Message received: teamAwesome,p@55w04d,5,FI35
19:28:33.292: Awarded: 6 pts
19:28:33.296: Message received: teamAwesome,p@55w04d,6,DN82
19:28:33.299: Awarded: 0 pts
19:28:34.084: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.085: Awarded: 0 pts
19:28:34.087: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.088: Awarded: 6 pts
19:28:34.095: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.099: Awarded: 0 pts
19:28:34.104: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.107: Awarded: 0 pts
19:28:34.109: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.113: Awarded: 6 pts
19:28:34.115: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.121: Awarded: 0 pts
19:28:34.166: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.169: Awarded: 0 pts
19:28:34.175: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.179: Awarded: 6 pts
19:28:34.186: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.192: Awarded: 0 pts
19:28:34.197: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.202: Awarded: 0 pts
19:28:34.207: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.209: Awarded: 6 pts
19:28:34.213: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.214: Awarded: 0 pts
19:28:34.262: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.265: Awarded: 0 pts
19:28:34.268: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.274: Awarded: 6 pts
19:28:34.280: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.285: Awarded: 0 pts
19:28:34.292: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.297: Awarded: 0 pts
19:28:34.302: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.304: Awarded: 6 pts
19:28:34.308: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.317: Awarded: 0 pts
19:28:34.340: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.342: Awarded: 0 pts
19:28:34.344: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.347: Awarded: 6 pts
19:28:34.349: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.350: Awarded: 0 pts
19:28:34.356: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.362: Awarded: 0 pts
19:28:34.363: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.365: Awarded: 6 pts
19:28:34.367: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.368: Awarded: 0 pts
19:28:34.407: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.409: Awarded: 0 pts
19:28:34.410: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.411: Awarded: 6 pts
19:28:34.413: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.414: Awarded: 0 pts
19:28:34.416: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.420: Awarded: 0 pts
19:28:34.422: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.423: Awarded: 6 pts
19:28:34.426: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.430: Awarded: 0 pts
19:28:34.460: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.462: Awarded: 0 pts
19:28:34.463: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.465: Awarded: 6 pts
19:28:34.469: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.471: Awarded: 0 pts
19:28:34.479: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.482: Awarded: 0 pts
19:28:34.483: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.485: Awarded: 6 pts
19:28:34.486: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.488: Awarded: 0 pts
19:28:34.521: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.523: Awarded: 0 pts
19:28:34.524: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.526: Awarded: 6 pts
19:28:34.527: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.528: Awarded: 0 pts
19:28:34.530: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.534: Awarded: 0 pts
19:28:34.536: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.539: Awarded: 6 pts
19:28:34.540: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.546: Awarded: 0 pts
19:28:34.623: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.624: Awarded: 0 pts
19:28:34.625: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.627: Awarded: 6 pts
19:28:34.628: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.635: Awarded: 0 pts
19:28:34.639: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.648: Awarded: 0 pts
19:28:34.652: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.655: Awarded: 6 pts
19:28:34.656: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.661: Awarded: 0 pts
19:28:34.678: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.679: Awarded: 0 pts
19:28:34.680: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.683: Awarded: 6 pts
19:28:34.686: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.688: Awarded: 0 pts
19:28:34.692: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.696: Awarded: 0 pts
19:28:34.697: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.701: Awarded: 6 pts
19:28:34.704: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.706: Awarded: 0 pts
19:28:34.739: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.742: Awarded: 0 pts
19:28:34.744: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.745: Awarded: 6 pts
19:28:34.748: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.750: Awarded: 0 pts
19:28:34.754: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.758: Awarded: 0 pts
19:28:34.766: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.771: Awarded: 6 pts
19:28:34.776: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.779: Awarded: 0 pts
19:28:34.817: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.820: Awarded: 0 pts
19:28:34.821: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.823: Awarded: 6 pts
19:28:34.824: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.827: Awarded: 0 pts
19:28:34.829: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.833: Awarded: 0 pts
19:28:34.834: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.835: Awarded: 6 pts
19:28:34.836: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.837: Awarded: 0 pts
19:28:34.876: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.877: Awarded: 0 pts
19:28:34.879: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.881: Awarded: 6 pts
19:28:34.883: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.884: Awarded: 0 pts
19:28:34.885: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.886: Awarded: 0 pts
19:28:34.889: Message received: teamAwesome,p@55w04d,5,FI35
19:28:34.894: Awarded: 6 pts
19:28:34.897: Message received: teamAwesome,p@55w04d,6,DN82
19:28:34.900: Awarded: 0 pts
19:28:34.951: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:34.953: Awarded: 0 pts
19:28:34.954: Message received: teamAwesome,p@55w04d,2,GC76
19:28:34.955: Awarded: 6 pts
19:28:34.977: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:34.983: Awarded: 0 pts
19:28:34.987: Message received: teamAwesome,p@55w04d,4,5441
19:28:34.995: Awarded: 0 pts
19:28:34.997: Message received: teamAwesome,p@55w04d,5,FI35
19:28:35.000: Awarded: 6 pts
19:28:35.001: Message received: teamAwesome,p@55w04d,6,DN82
19:28:35.003: Awarded: 0 pts
19:28:35.030: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:35.037: Awarded: 0 pts
19:28:35.043: Message received: teamAwesome,p@55w04d,2,GC76
19:28:35.045: Awarded: 6 pts
19:28:35.047: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:35.053: Awarded: 0 pts
19:28:35.059: Message received: teamAwesome,p@55w04d,4,5441
19:28:35.061: Awarded: 0 pts
19:28:35.063: Message received: teamAwesome,p@55w04d,5,FI35
19:28:35.067: Awarded: 6 pts
19:28:35.075: Message received: teamAwesome,p@55w04d,6,DN82
19:28:35.077: Awarded: 0 pts
19:28:35.152: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:35.156: Awarded: 0 pts
19:28:35.157: Message received: teamAwesome,p@55w04d,2,GC76
19:28:35.158: Awarded: 6 pts
19:28:35.159: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:35.166: Awarded: 0 pts
19:28:35.168: Message received: teamAwesome,p@55w04d,4,5441
19:28:35.169: Awarded: 0 pts
19:28:35.174: Message received: teamAwesome,p@55w04d,5,FI35
19:28:35.182: Awarded: 6 pts
19:28:35.186: Message received: teamAwesome,p@55w04d,6,DN82
19:28:35.190: Awarded: 0 pts
19:28:35.273: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:35.275: Awarded: 0 pts
19:28:35.276: Message received: teamAwesome,p@55w04d,2,GC76
19:28:35.279: Awarded: 6 pts
19:28:35.281: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:35.284: Awarded: 0 pts
19:28:35.295: Message received: teamAwesome,p@55w04d,4,5441
19:28:35.302: Awarded: 0 pts
19:28:35.307: Message received: teamAwesome,p@55w04d,5,FI35
19:28:35.313: Awarded: 6 pts
19:28:35.315: Message received: teamAwesome,p@55w04d,6,DN82
19:28:35.317: Awarded: 0 pts
19:28:36.043: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:36.044: Awarded: 0 pts
19:28:36.049: Message received: teamAwesome,p@55w04d,2,GC76
19:28:36.054: Awarded: 6 pts
19:28:36.059: Message received: teamAwesome,p@55w04d,3,HJ37
19:28:36.061: Awarded: 0 pts
19:28:36.063: Message received: teamAwesome,p@55w04d,4,5441
19:28:36.067: Awarded: 0 pts
19:28:36.072: Message received: teamAwesome,p@55w04d,5,FI35
19:28:36.075: Awarded: 6 pts
19:28:36.079: Message received: teamAwesome,p@55w04d,6,DN82
19:28:36.081: Awarded: 0 pts
19:28:36.885: Message received: teamAwesome,p@55w04d,1,LLLL
19:28:36.887: Awarded: 0 pts
19:28:36.889: Message received: teamAwesome,p@55w04d,2,GC76
19:28:36.893: Awarded: 6 pts
19:28:36.898: Message received: teamAwesome,p@55w04d,3,HJ37
