19:42:20.411: Position 1: JE45
19:44:33.600: Message received: teamAwesome,p@55w04d,5,XT17
19:44:33.607: Awarded: 6 pts
19:44:33.611: Message received: teamAwesome,p@55w04d,6,IH87
19:44:33.619: Awarded: 0 pts
19:44:33.749: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:33.751: Awarded: 0 pts
19:44:33.764: Message received: teamAwesome,p@55w04d,2,GH11
19:44:33.766: Awarded: 0 pts
19:44:33.768: Message received: teamAwesome,p@55w04d,3,KC11
19:44:33.778: Awarded: 6 pts
19:44:33.780: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:33.782: Awarded: 0 pts
19:44:33.787: Message received: teamAwesome,p@55w04d,5,XT17
19:44:33.790: Awarded: 6 pts
19:44:33.794: Message received: teamAwesome,p@55w04d,6,IH87
19:44:33.798: Awarded: 0 pts
19:44:33.861: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:33.865: Awarded: 0 pts
19:44:33.869: Message received: teamAwesome,p@55w04d,2,GH11
19:44:33.871: Awarded: 0 pts
19:44:33.873: Message received: teamAwesome,p@55w04d,3,KC11
19:44:33.874: Awarded: 6 pts
19:44:33.876: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:33.880: Awarded: 0 pts
19:44:33.882: Message received: teamAwesome,p@55w04d,5,XT17
19:44:33.885: Awarded: 6 pts
19:44:33.889: Message received: teamAwesome,p@55w04d,6,IH87
19:44:33.894: Awarded: 0 pts
19:44:33.968: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:33.972: Awarded: 0 pts
19:44:33.975: Message received: teamAwesome,p@55w04d,2,GH11
19:44:33.986: Awarded: 0 pts
19:44:33.989: Message received: teamAwesome,p@55w04d,3,KC11
19:44:34.007: Awarded: 6 pts
19:44:34.011: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:34.014: Awarded: 0 pts
19:44:34.016: Message received: teamAwesome,p@55w04d,5,XT17
19:44:34.024: Awarded: 6 pts
19:44:34.027: Message received: teamAwesome,p@55w04d,6,IH87
19:44:34.029: Awarded: 0 pts
19:44:34.215: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:34.219: Awarded: 0 pts
19:44:34.221: Message received: teamAwesome,p@55w04d,2,GH11
19:44:34.230: Awarded: 0 pts
19:44:34.233: Message received: teamAwesome,p@55w04d,3,KC11
19:44:34.235: Awarded: 6 pts
19:44:34.243: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:34.250: Awarded: 0 pts
19:44:34.256: Message received: teamAwesome,p@55w04d,5,XT17
19:44:34.262: Awarded: 6 pts
19:44:34.268: Message received: teamAwesome,p@55w04d,6,IH87
19:44:34.274: Awarded: 0 pts
19:44:34.432: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:34.434: Awarded: 0 pts
19:44:34.436: Message received: teamAwesome,p@55w04d,2,GH11
19:44:34.438: Awarded: 0 pts
19:44:34.445: Message received: teamAwesome,p@55w04d,3,KC11
19:44:34.448: Awarded: 6 pts
19:44:34.455: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:34.487: Awarded: 0 pts
19:44:34.489: Message received: teamAwesome,p@55w04d,5,XT17
19:44:34.492: Awarded: 6 pts
19:44:34.495: Message received: teamAwesome,p@55w04d,6,IH87
19:44:34.503: Awarded: 0 pts
19:44:34.568: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:34.576: Awarded: 0 pts
19:44:34.579: Message received: teamAwesome,p@55w04d,2,GH11
19:44:34.581: Awarded: 0 pts
19:44:34.585: Message received: teamAwesome,p@55w04d,3,KC11
19:44:34.588: Awarded: 6 pts
19:44:34.598: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:34.608: Awarded: 0 pts
19:44:34.611: Message received: teamAwesome,p@55w04d,5,XT17
19:44:34.618: Awarded: 6 pts
19:44:34.629: Message received: teamAwesome,p@55w04d,6,IH87
19:44:34.636: Awarded: 0 pts
19:44:34.909: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:34.914: Awarded: 0 pts
19:44:34.917: Message received: teamAwesome,p@55w04d,2,GH11
19:44:34.919: Awarded: 0 pts
19:44:34.923: Message received: teamAwesome,p@55w04d,3,KC11
19:44:34.926: Awarded: 6 pts
19:44:34.930: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:34.934: Awarded: 0 pts
19:44:34.938: Message received: teamAwesome,p@55w04d,5,XT17
19:44:34.946: Awarded: 6 pts
19:44:34.950: Message received: teamAwesome,p@55w04d,6,IH87
19:44:34.957: Awarded: 0 pts
19:44:35.042: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:35.045: Awarded: 0 pts
19:44:35.048: Message received: teamAwesome,p@55w04d,2,GH11
19:44:35.051: Awarded: 0 pts
19:44:35.058: Message received: teamAwesome,p@55w04d,3,KC11
19:44:35.063: Awarded: 6 pts
19:44:35.069: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:35.074: Awarded: 0 pts
19:44:35.077: Message received: teamAwesome,p@55w04d,5,XT17
19:44:35.083: Awarded: 6 pts
19:44:35.088: Message received: teamAwesome,p@55w04d,6,IH87
19:44:35.090: Awarded: 0 pts
19:44:35.273: Message received: teamAwesome,p@55w04d,1,FFFF
19:44:35.275: Awarded: 0 pts
19:44:35.301: Message received: teamAwesome,p@55w04d,2,GH11
19:44:35.318: Awarded: 0 pts
19:44:35.328: Message received: teamAwesome,p@55w04d,3,KC11
19:44:35.341: Awarded: 6 pts
19:44:35.346: Message received: teamAwesome,p@55w04d,4,DHW7
19:44:35.353: Awarded: 0 pts
19:44:35.360: Message received: teamAwesome,p@55w04d,5,XT17
19:44:35.364: Awarded: 6 pts
19:44:35.372: Message received: teamAwesome,p@55w04d,6,IH87
19:44:35.380: Awarded: 0 pts
